feature,mean_abs_shap
awayTeamRank,116.48566976685213
homeTeamRank,23.947964268885336
week,19.325558019412174
conferenceGame,16.491318972287154
awayConference,10.886594775919109
capacity,9.962961698289554
days_until,6.6904148905514615
isRankedMatchup,6.181932921581035
homeConference,3.0840391673583163
isRivalry,1.7146477947693042
collectionSlot,1.472481825181786
neutralSite,0.15400005533061276
