year,n_train_price,n_test_price,n_train_time,n_test_time,rows_total_used,gap_pct_mae,gap_pct_rmse,gap_pct_within_0p05,price_mae,price_rmse,price_within_5pct,price_mae_$0–20,price_mae_$20–50,price_mae_$50–100,price_mae_$100–200,price_mae_$200–inf,time_mae_hours,time_within_24h
2025,63016,29796,63016,29796,109372,0.21276902073280268,0.2522662037804591,0.13746811652570814,21.449783209447407,69.10149816070361,0.0941401530406766,6.969446965870317,11.172351988414725,13.880198632634329,34.241264384829094,161.47440647960423,385.4786781322472,0.10826956638474963
