event_id,_snapshot_ts,_kickoff_ts,lowest_price,hours_until_game,capacity,week,kickoff_hour,home_last_point_diff_at_snapshot,away_last_point_diff_at_snapshot,neutralSite,isRivalry,isRankedMatchup,homeTeamRank,kickoff_dayofweek,hours_until_game_missing,capacity_missing,week_missing,kickoff_hour_missing,home_last_point_diff_at_snapshot_missing,away_last_point_diff_at_snapshot_missing,neutralSite_missing,isRivalry_missing,isRankedMatchup_missing,homeTeamRank_missing,kickoff_dayofweek_missing,homeTeam,homeConference,awayConference,awayTeam,gap_pct,time_to_min_hours,gap_pct_log,time_to_min_hours_log
7704585,2026-03-05,2026-09-04,311.0,4392.0,50424.0,1,0.0,,,False,False,False,,4.0,0,0,0,0,1,1,0,0,0,1,0,Stanford Cardinal,ACC,ACC,Miami Hurricanes,0.0,0.0,0.0,0.0
7704585,2026-03-05,2026-09-04,311.0,4392.0,71168.0,1,0.0,,,False,False,False,,4.0,0,0,0,0,1,1,0,0,0,1,0,Stanford Cardinal,Big 12,NEC,Miami Hurricanes,0.0,0.0,0.0,0.0
