feature,mean_importance,std_importance
days_until_game,0.0,0.0
capacity,0.0,0.0
neutralSite,0.0,0.0
conferenceGame,0.0,0.0
isRivalry,0.0,0.0
isRankedMatchup,0.0,0.0
homeTeamRank,0.0,0.0
awayTeamRank,0.0,0.0
week,0.0,0.0
collectionSlot,0.0,0.0
homeConference,-0.003483718171695216,0.007977323608923928
awayConference,-0.037109502411076536,0.0056091043284967135
