feature,mean_abs_shap
awayTeamRank,116.997562769077
homeTeamRank,41.20411106879355
week,15.62651144356904
capacity,11.751048026961497
isRankedMatchup,9.379780312089002
awayConference,7.554424749306735
days_until,5.196704428362684
homeConference,3.663265564705336
isRivalry,3.578551279507925
collectionSlot,0.31625722071191037
conferenceGame,0.20591410645579175
neutralSite,0.03086401952352003
