feature,mean_abs_shap
awayTeamRank,69.35661387717136
week,16.102045561136027
isRankedMatchup,11.485157554121606
homeTeamRank,8.722673164382922
capacity,8.6178577685391
awayConference,6.864778135254515
homeConference,4.799048140592128
isRivalry,3.7879794586464217
days_until,2.719369959642857
conferenceGame,0.7496302191950974
collectionSlot,0.4910098635271208
neutralSite,0.006316748967900909
