feature,mean_abs_shap
awayTeamRank,127.71126141835869
awayConference,16.190686510807932
capacity,8.705076788734285
isRivalry,4.532828280196248
days_until,3.265271354691459
homeConference,2.807660586070154
week,1.3304805363738967
conferenceGame,0.6003194979214973
collectionSlot,0.4364795142655997
homeTeamRank,0.3349626299954249
neutralSite,0.1329298770946216
isRankedMatchup,0.011247536763115807
