season,season_type,week,poll,rank,school,conference,first_place_votes,points
2025,regular,5,Coaches,8,UC Davis,Big Sky,,418
2025,regular,5,Coaches,9,Lehigh,Patriot,,402
2025,regular,5,Coaches,10,Idaho,Big Sky,,381
2025,regular,5,Coaches,11,Tennessee Tech,Big South-OVC,,370
2025,regular,5,Coaches,12,Southern Illinois,MVFC,,363
2025,regular,5,Coaches,13,Abilene Christian,UAC,,308
2025,regular,5,Coaches,14,Monmouth,CAA,,296
2025,regular,5,Coaches,15,North Dakota,MVFC,,267
2025,regular,5,Coaches,15,Northern Arizona,Big Sky,,267
2025,regular,5,Coaches,17,Jackson State,SWAC,,235
2025,regular,5,Coaches,18,South Dakota,MVFC,,173
2025,regular,5,Coaches,19,Youngstown State,MVFC,,149
2025,regular,5,Coaches,20,West Georgia,UAC,,142
2025,regular,5,Coaches,21,Sacramento State,Big Sky,,128
2025,regular,5,Coaches,22,Villanova,CAA,,118
2025,regular,5,Coaches,23,Mercer,Southern,,82
2025,regular,5,Coaches,24,Incarnate Word,Southland,,61
2025,regular,5,Coaches,25,Austin Peay,UAC,,52
2025,regular,5,AP,1,Ohio State,Big Ten,52.0,1629
2025,regular,5,AP,2,Miami,ACC,7.0,1479
2025,regular,5,AP,3,Penn State,Big Ten,5.0,1460
2025,regular,5,AP,4,LSU,SEC,,1433
2025,regular,5,AP,5,Georgia,SEC,,1420
2025,regular,5,AP,6,Oregon,Big Ten,1.0,1404
2025,regular,5,AP,7,Oklahoma,SEC,1.0,1194
2025,regular,5,AP,8,Florida State,ACC,,1183
2025,regular,5,AP,9,Texas A&M,SEC,,1072
2025,regular,5,AP,10,Texas,SEC,,1057
2025,regular,5,AP,11,Indiana,Big Ten,,990
2025,regular,5,AP,12,Texas Tech,Big 12,,890
2025,regular,5,AP,13,Ole Miss,SEC,,843
2025,regular,5,AP,14,Iowa State,Big 12,,779
2025,regular,5,AP,15,Tennessee,SEC,,635
2025,regular,5,AP,16,Georgia Tech,ACC,,598
2025,regular,5,AP,17,Alabama,SEC,,595
2025,regular,5,AP,18,Vanderbilt,SEC,,546
2025,regular,5,AP,19,Michigan,Big Ten,,458
2025,regular,5,AP,20,Missouri,SEC,,452
2025,regular,5,AP,21,USC,Big Ten,,264
2025,regular,5,AP,22,Notre Dame,FBS Independents,,219
2025,regular,5,AP,23,Illinois,Big Ten,,145
2025,regular,5,AP,24,TCU,Big 12,,138
2025,regular,5,AP,25,BYU,Big 12,,131
2025,regular,5,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,5,Coaches,2,Harding University,Great American,,743
2025,regular,5,Coaches,3,West Florida,Gulf South,,701
2025,regular,5,Coaches,4,Slippery Rock,Pennsylvania State Athletic,,657
2025,regular,5,Coaches,5,Kutztown University,Pennsylvania State Athletic,,646
2025,regular,5,Coaches,6,Angelo State,Lone Star,,623
2025,regular,5,Coaches,7,Western Colorado,Rocky Mountain,,579
2025,regular,5,Coaches,8,PennWest California,Pennsylvania State Athletic,,529
2025,regular,5,Coaches,9,Augustana University (SD),Northern Sun,,506
2025,regular,5,Coaches,10,Grand Valley State University,GLIAC,,480
2025,regular,5,Coaches,11,UT Permian Basin,Lone Star,,473
2025,regular,5,Coaches,12,CSU Pueblo,Rocky Mountain,,400
2025,regular,5,Coaches,13,West Alabama,Gulf South,,395
2025,regular,5,Coaches,14,Minnesota State Mankato,Northern Sun,,365
2025,regular,5,Coaches,15,Central Oklahoma,Mid America,,344
2025,regular,5,Coaches,16,Minnesota Duluth,Northern Sun,,331
2025,regular,5,Coaches,17,Central Washington,Lone Star,,284
2025,regular,5,Coaches,18,Pittsburg St,Mid America,,274
2025,regular,5,Coaches,19,Wingate,South Atlantic,,190
2025,regular,5,Coaches,20,Valdosta State,Gulf South,,179
2025,regular,5,Coaches,21,Virginia Union,CIAA,,176
2025,regular,5,Coaches,22,Indianapolis,Great Lakes,,98
2025,regular,5,Coaches,23,Delta State,Gulf South,,71
2025,regular,5,Coaches,24,Henderson State,Great American,,62
2025,regular,5,Coaches,25,Findlay,Great Midwest Athletic,,27
2025,regular,5,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,5,Coaches,2,University of Mount Union,Ohio,,1243
2025,regular,5,Coaches,3,Johns Hopkins University,Centennial,,1188
2025,regular,5,Coaches,4,Saint John's (MN),Minnesota,,1111
2025,regular,5,Coaches,5,Salisbury,New Jersey,,1035
2025,regular,5,Coaches,6,Wisconsin-Lacrosse,Wisconsin,,1024
2025,regular,5,Coaches,7,Hardin-Simmons,American Southwest,,968
2025,regular,5,Coaches,8,Wisconsin-Platteville,Wisconsin,,916
2025,regular,5,Coaches,9,Wartburg,American Rivers,,831
2025,regular,5,Coaches,10,Wisconsin-Whitewater,Wisconsin,,817
2025,regular,5,Coaches,11,Bethel (MN),Minnesota,,768
2025,regular,5,Coaches,12,Wisconsin-River Falls,Wisconsin,,758
2025,regular,5,Coaches,13,Depauw,North Coast,,637
2025,regular,5,Coaches,14,Susquehanna,Landmark Conference,,626
2025,regular,5,Coaches,15,Hope College,Michigan,,557
2025,regular,5,Coaches,16,Trinity University TX,Southern Athletic,,412
2025,regular,5,Coaches,16,Wheaton,CCIW,,412
2025,regular,5,Coaches,18,Mary Hardin-Baylor,American Southwest,,393
2025,regular,5,Coaches,19,Grove City College,Presidents',,377
2025,regular,5,Coaches,20,Carnegie Mellon,Presidents',,350
2025,regular,5,Coaches,21,Wisconsin-Oshkosh,Wisconsin,,295
2025,regular,5,Coaches,22,John Carroll University,Ohio,,219
2025,regular,5,Coaches,23,Central College,American Rivers,,196
2025,regular,5,Coaches,24,Cortland,Empire 8,,142
2025,regular,5,Coaches,25,Hampden-Sydney,Old Dominion,,53
2025,regular,6,Coaches,1,Ohio State,Big Ten,58.0,1617
2025,regular,6,Coaches,2,Oregon,Big Ten,6.0,1559
2025,regular,6,Coaches,3,Miami,ACC,1.0,1484
2025,regular,6,Coaches,4,Ole Miss,SEC,,1319
2025,regular,6,Coaches,5,Texas A&M,SEC,,1223
2025,regular,6,Coaches,6,Penn State,Big Ten,,1192
2025,regular,6,Coaches,7,Texas,SEC,,1165
2025,regular,6,Coaches,8,Oklahoma,SEC,,1123
2025,regular,6,Coaches,9,Indiana,Big Ten,,1059
2025,regular,6,Coaches,10,Georgia,SEC,,1006
2025,regular,6,Coaches,11,Alabama,SEC,,975
2025,regular,6,Coaches,12,Iowa State,Big 12,,919
2025,regular,6,Coaches,13,LSU,SEC,,918
2025,regular,6,Coaches,14,Texas Tech,Big 12,,856
2025,regular,6,Coaches,15,Tennessee,SEC,,728
2025,regular,6,Coaches,16,Georgia Tech,ACC,,604
2025,regular,6,Coaches,17,Vanderbilt,SEC,,502
2025,regular,6,Coaches,18,Missouri,SEC,,498
2025,regular,6,Coaches,19,Florida State,ACC,,483
2025,regular,6,Coaches,20,Michigan,Big Ten,,453
2025,regular,6,Coaches,21,Notre Dame,FBS Independents,,316
2025,regular,6,Coaches,22,Illinois,Big Ten,,287
2025,regular,6,Coaches,23,BYU,Big 12,,221
2025,regular,6,Coaches,24,Arizona State,Big 12,,136
2025,regular,6,Coaches,25,Utah,Big 12,,104
2025,regular,6,Coaches,1,North Dakota State,MVFC,25.0,649
2025,regular,6,Coaches,2,South Dakota State,MVFC,1.0,623
2025,regular,6,Coaches,3,Tarleton State,UAC,,595
2025,regular,6,Coaches,4,Montana,Big Sky,,566
2025,regular,6,Coaches,5,Montana State,Big Sky,,529
2025,regular,6,Coaches,6,Illinois State,MVFC,,512
2025,regular,6,Coaches,7,UC Davis,Big Sky,,441
2025,regular,6,Coaches,8,Lehigh,Patriot,,430
2025,regular,6,Coaches,9,Tennessee Tech,Big South-OVC,,426
2025,regular,6,Coaches,10,Rhode Island,CAA,,406
2025,regular,6,Coaches,11,Southern Illinois,MVFC,,376
2025,regular,6,Coaches,12,Monmouth,CAA,,322
2025,regular,6,Coaches,13,Northern Arizona,Big Sky,,301
2025,regular,6,Coaches,14,North Dakota,MVFC,,284
2025,regular,6,Coaches,15,Idaho,Big Sky,,249
2025,regular,6,Coaches,16,West Georgia,UAC,,246
2025,regular,6,Coaches,17,Jackson State,SWAC,,224
2025,regular,6,Coaches,18,Youngstown State,MVFC,,205
2025,regular,6,Coaches,19,Villanova,CAA,,150
2025,regular,6,Coaches,20,Incarnate Word,Southland,,132
2025,regular,6,Coaches,21,Austin Peay,UAC,,131
2025,regular,6,Coaches,22,Mercer,Southern,,126
2025,regular,6,Coaches,23,Abilene Christian,UAC,,111
2025,regular,6,Coaches,24,Presbyterian,Pioneer,,98
2025,regular,6,Coaches,25,Lamar,Southland,,73
2025,regular,6,Coaches,1,North Central College,CCIW,51.0,1275
2025,regular,6,Coaches,2,University of Mount Union,Ohio,,1224
2025,regular,6,Coaches,3,Johns Hopkins University,Centennial,,1153
2025,regular,6,Coaches,4,Saint John's (MN),Minnesota,,1072
2025,regular,6,Coaches,5,Wisconsin-Lacrosse,Wisconsin,,1033
2025,regular,6,Coaches,6,Salisbury,New Jersey,,999
2025,regular,6,Coaches,7,Hardin-Simmons,American Southwest,,928
2025,regular,6,Coaches,8,Wisconsin-Platteville,Wisconsin,,906
2025,regular,6,Coaches,9,Wartburg,American Rivers,,863
2025,regular,6,Coaches,10,Wisconsin-Whitewater,Wisconsin,,817
2025,regular,6,Coaches,11,Bethel (MN),Minnesota,,773
2025,regular,6,Coaches,12,Wisconsin-River Falls,Wisconsin,,759
2025,regular,6,Coaches,13,Depauw,North Coast,,665
2025,regular,6,Coaches,14,Trinity University TX,Southern Athletic,,550
2025,regular,6,Coaches,15,Wheaton,CCIW,,521
2025,regular,6,Coaches,16,Carnegie Mellon,Presidents',,438
2025,regular,6,Coaches,17,Wisconsin-Oshkosh,Wisconsin,,429
2025,regular,6,Coaches,18,Central College,American Rivers,,384
2025,regular,6,Coaches,19,John Carroll University,Ohio,,369
2025,regular,6,Coaches,20,Cortland,Empire 8,,238
2025,regular,6,Coaches,21,Hampden-Sydney,Old Dominion,,234
2025,regular,6,Coaches,22,Mary Hardin-Baylor,American Southwest,,174
2025,regular,6,Coaches,23,Hope College,Michigan,,168
2025,regular,6,Coaches,24,Christopher Newport,New Jersey,,121
2025,regular,6,Coaches,25,Wabash College,North Coast,,92
2025,regular,6,AP,1,Ohio State,Big Ten,46.0,1626
2025,regular,6,AP,2,Oregon,Big Ten,16.0,1589
2025,regular,6,AP,3,Miami,ACC,4.0,1529
2025,regular,6,AP,4,Ole Miss,SEC,,1354
2025,regular,6,AP,5,Oklahoma,SEC,,1313
2025,regular,6,AP,6,Texas A&M,SEC,,1308
2025,regular,6,AP,7,Penn State,Big Ten,,1179
2025,regular,6,AP,8,Indiana,Big Ten,,1156
2025,regular,6,AP,9,Texas,SEC,,1071
2025,regular,6,AP,10,Alabama,SEC,,1057
2025,regular,6,AP,11,Texas Tech,Big 12,,967
2025,regular,6,AP,12,Georgia,SEC,,965
2025,regular,6,AP,13,LSU,SEC,,838
2025,regular,6,AP,14,Iowa State,Big 12,,830
2025,regular,6,AP,15,Tennessee,SEC,,697
2025,regular,6,AP,16,Vanderbilt,SEC,,640
2025,regular,6,AP,17,Georgia Tech,ACC,,549
2025,regular,6,AP,18,Florida State,ACC,,535
2025,regular,6,AP,19,Missouri,SEC,,528
2025,regular,6,AP,20,Michigan,Big Ten,,422
2025,regular,6,AP,21,Notre Dame,FBS Independents,,333
2025,regular,6,AP,22,Illinois,Big Ten,,271
2025,regular,6,AP,23,BYU,Big 12,,191
2025,regular,6,AP,24,Virginia,ACC,,125
2025,regular,6,AP,25,Arizona State,Big 12,,107
2025,regular,6,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,6,Coaches,2,Harding University,Great American,,744
2025,regular,6,Coaches,3,West Florida,Gulf South,,709
2025,regular,6,Coaches,4,Kutztown University,Pennsylvania State Athletic,,676
2025,regular,6,Coaches,5,Angelo State,Lone Star,,648
2025,regular,6,Coaches,6,PennWest California,Pennsylvania State Athletic,,582
2025,regular,6,Coaches,7,Western Colorado,Rocky Mountain,,576
2025,regular,6,Coaches,8,Augustana University (SD),Northern Sun,,533
2025,regular,6,Coaches,9,UT Permian Basin,Lone Star,,503
2025,regular,6,Coaches,10,Grand Valley State University,GLIAC,,474
2025,regular,6,Coaches,11,West Alabama,Gulf South,,418
2025,regular,6,Coaches,12,CSU Pueblo,Rocky Mountain,,414
2025,regular,6,Coaches,13,Minnesota Duluth,Northern Sun,,394
2025,regular,6,Coaches,14,Slippery Rock,Pennsylvania State Athletic,,390
2025,regular,6,Coaches,15,Minnesota State Mankato,Northern Sun,,353
2025,regular,6,Coaches,16,Central Washington,Lone Star,,317
2025,regular,6,Coaches,17,Pittsburg St,Mid America,,293
2025,regular,6,Coaches,18,Virginia Union,CIAA,,217
2025,regular,6,Coaches,19,Indianapolis,Great Lakes,,215
2025,regular,6,Coaches,20,Delta State,Gulf South,,178
2025,regular,6,Coaches,21,Findlay,Great Midwest Athletic,,161
2025,regular,6,Coaches,22,Carson-Newman College,South Atlantic,,97
2025,regular,6,Coaches,23,Frostburg State,Mountain East,,75
2025,regular,6,Coaches,24,Northwest Missouri St,Mid America,,74
2025,regular,6,Coaches,25,UNC Pembroke,Carolinas,,66
2025,regular,7,Coaches,1,Ohio State,Big Ten,59.0,1638
2025,regular,7,Coaches,2,Oregon,Big Ten,3.0,1572
2025,regular,7,Coaches,3,Miami,ACC,3.0,1531
2025,regular,7,Coaches,4,Ole Miss,SEC,,1402
2025,regular,7,Coaches,5,Texas A&M,SEC,1.0,1330
2025,regular,7,Coaches,6,Oklahoma,SEC,,1283
2025,regular,7,Coaches,7,Indiana,Big Ten,,1206
2025,regular,7,Coaches,8,Alabama,SEC,,1183
2025,regular,7,Coaches,9,Georgia,SEC,,1128
2025,regular,7,Coaches,10,Texas Tech,Big 12,,1082
2025,regular,7,Coaches,11,LSU,SEC,,999
2025,regular,7,Coaches,12,Tennessee,SEC,,889
2025,regular,7,Coaches,13,Georgia Tech,ACC,,819
2025,regular,7,Coaches,14,Missouri,SEC,,736
2025,regular,7,Coaches,15,Michigan,Big Ten,,653
2025,regular,7,Coaches,16,Notre Dame,FBS Independents,,491
2025,regular,7,Coaches,17,Illinois,Big Ten,,484
2025,regular,7,Coaches,18,BYU,Big 12,,453
2025,regular,7,Coaches,19,Texas,SEC,,372
2025,regular,7,Coaches,20,Vanderbilt,SEC,,329
2025,regular,7,Coaches,21,Iowa State,Big 12,,295
2025,regular,7,Coaches,22,Penn State,Big Ten,,294
2025,regular,7,Coaches,23,Arizona State,Big 12,,292
2025,regular,7,Coaches,24,Virginia,ACC,,258
2025,regular,7,Coaches,25,Memphis,American Athletic,,162
2025,regular,7,Coaches,1,North Dakota State,MVFC,26.0,650
2025,regular,7,Coaches,2,South Dakota State,MVFC,,621
2025,regular,7,Coaches,3,Tarleton State,UAC,,574
2025,regular,7,Coaches,4,Montana,Big Sky,,567
2025,regular,7,Coaches,5,Montana State,Big Sky,,530
2025,regular,7,Coaches,6,UC Davis,Big Sky,,499
2025,regular,7,Coaches,7,Tennessee Tech,Big South-OVC,,455
2025,regular,7,Coaches,8,Lehigh,Patriot,,452
2025,regular,7,Coaches,9,Southern Illinois,MVFC,,406
2025,regular,7,Coaches,10,Illinois State,MVFC,,399
2025,regular,7,Coaches,11,Monmouth,CAA,,383
2025,regular,7,Coaches,12,North Dakota,MVFC,,359
2025,regular,7,Coaches,13,Idaho,Big Sky,,306
2025,regular,7,Coaches,14,Jackson State,SWAC,,269
2025,regular,7,Coaches,15,Austin Peay,UAC,,224
2025,regular,7,Coaches,16,Northern Arizona,Big Sky,,221
2025,regular,7,Coaches,17,Villanova,CAA,,211
2025,regular,7,Coaches,18,Rhode Island,CAA,,203
2025,regular,7,Coaches,19,Mercer,Southern,,164
2025,regular,7,Coaches,20,Youngstown State,MVFC,,162
2025,regular,7,Coaches,21,Abilene Christian,UAC,,140
2025,regular,7,Coaches,21,West Georgia,UAC,,140
2025,regular,7,Coaches,23,Presbyterian,Pioneer,,130
2025,regular,7,Coaches,24,Lamar,Southland,,111
2025,regular,7,Coaches,25,Harvard,Ivy,,64
2025,regular,7,AP,1,Ohio State,Big Ten,40.0,1620
2025,regular,7,AP,2,Miami,ACC,21.0,1579
2025,regular,7,AP,3,Oregon,Big Ten,5.0,1542
2025,regular,7,AP,4,Ole Miss,SEC,,1376
2025,regular,7,AP,5,Texas A&M,SEC,,1361
2025,regular,7,AP,6,Oklahoma,SEC,,1346
2025,regular,7,AP,7,Indiana,Big Ten,,1213
2025,regular,7,AP,8,Alabama,SEC,,1202
2025,regular,7,AP,9,Texas Tech,Big 12,,1135
2025,regular,7,AP,10,Georgia,SEC,,1084
2025,regular,7,AP,11,LSU,SEC,,949
2025,regular,7,AP,12,Tennessee,SEC,,892
2025,regular,7,AP,13,Georgia Tech,ACC,,782
2025,regular,7,AP,14,Missouri,SEC,,775
2025,regular,7,AP,15,Michigan,Big Ten,,707
2025,regular,7,AP,16,Notre Dame,FBS Independents,,610
2025,regular,7,AP,17,Illinois,Big Ten,,522
2025,regular,7,AP,18,BYU,Big 12,,463
2025,regular,7,AP,19,Virginia,ACC,,452
2025,regular,7,AP,20,Vanderbilt,SEC,,407
2025,regular,7,AP,21,Arizona State,Big 12,,214
2025,regular,7,AP,22,Iowa State,Big 12,,165
2025,regular,7,AP,23,Memphis,American Athletic,,153
2025,regular,7,AP,24,South Florida,American Athletic,,150
2025,regular,7,AP,25,Florida State,ACC,,147
2025,regular,7,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,7,Coaches,2,Harding University,Great American,,744
2025,regular,7,Coaches,3,West Florida,Gulf South,,702
2025,regular,7,Coaches,4,Kutztown University,Pennsylvania State Athletic,,684
2025,regular,7,Coaches,5,Western Colorado,Rocky Mountain,,615
2025,regular,7,Coaches,6,UT Permian Basin,Lone Star,,608
2025,regular,7,Coaches,7,Augustana University (SD),Northern Sun,,580
2025,regular,7,Coaches,8,Grand Valley State University,GLIAC,,527
2025,regular,7,Coaches,9,West Alabama,Gulf South,,505
2025,regular,7,Coaches,10,Minnesota Duluth,Northern Sun,,492
2025,regular,7,Coaches,11,CSU Pueblo,Rocky Mountain,,454
2025,regular,7,Coaches,12,Angelo State,Lone Star,,424
2025,regular,7,Coaches,13,Central Washington,Lone Star,,391
2025,regular,7,Coaches,14,Minnesota State Mankato,Northern Sun,,363
2025,regular,7,Coaches,15,Pittsburg St,Mid America,,338
2025,regular,7,Coaches,16,PennWest California,Pennsylvania State Athletic,,283
2025,regular,7,Coaches,17,Virginia Union,CIAA,,270
2025,regular,7,Coaches,18,Indianapolis,Great Lakes,,258
2025,regular,7,Coaches,19,Findlay,Great Midwest Athletic,,226
2025,regular,7,Coaches,20,Delta State,Gulf South,,218
2025,regular,7,Coaches,21,Frostburg State,Mountain East,,162
2025,regular,7,Coaches,22,Northwest Missouri St,Mid America,,127
2025,regular,7,Coaches,23,UNC Pembroke,Carolinas,,110
2025,regular,7,Coaches,24,Slippery Rock,Pennsylvania State Athletic,,37
2025,regular,7,Coaches,24,Ashland,Great Midwest Athletic,,37
2025,regular,7,Coaches,24,Johnson C Smith,CIAA,,37
2025,regular,7,Coaches,1,North Central College,CCIW,51.0,1275
2025,regular,7,Coaches,2,University of Mount Union,Ohio,,1224
2025,regular,7,Coaches,3,Johns Hopkins University,Centennial,,1160
2025,regular,7,Coaches,4,Wisconsin-Lacrosse,Wisconsin,,1109
2025,regular,7,Coaches,5,Salisbury,New Jersey,,1021
2025,regular,7,Coaches,6,Hardin-Simmons,American Southwest,,973
2025,regular,7,Coaches,7,Wisconsin-Platteville,Wisconsin,,970
2025,regular,7,Coaches,8,Bethel (MN),Minnesota,,950
2025,regular,7,Coaches,9,Wartburg,American Rivers,,880
2025,regular,7,Coaches,10,Depauw,North Coast,,754
2025,regular,7,Coaches,11,Saint John's (MN),Minnesota,,686
2025,regular,7,Coaches,12,Wisconsin-Whitewater,Wisconsin,,685
2025,regular,7,Coaches,13,Trinity University TX,Southern Athletic,,655
2025,regular,7,Coaches,14,Wisconsin-Oshkosh,Wisconsin,,643
2025,regular,7,Coaches,15,Carnegie Mellon,Presidents',,523
2025,regular,7,Coaches,16,Central College,American Rivers,,497
2025,regular,7,Coaches,17,Wisconsin-River Falls,Wisconsin,,448
2025,regular,7,Coaches,18,John Carroll University,Ohio,,446
2025,regular,7,Coaches,19,Cortland,Empire 8,,318
2025,regular,7,Coaches,20,Hope College,Michigan,,242
2025,regular,7,Coaches,21,Christopher Newport,New Jersey,,230
2025,regular,7,Coaches,22,Mary Hardin-Baylor,American Southwest,,207
2025,regular,7,Coaches,23,Muhlenberg,Centennial,,157
2025,regular,7,Coaches,24,Wheaton,CCIW,,143
2025,regular,7,Coaches,25,Randolph-Macon,Old Dominion,,69
2025,regular,8,Coaches,1,Ohio State,Big Ten,63.0,1646
2025,regular,8,Coaches,2,Miami,ACC,2.0,1566
2025,regular,8,Coaches,3,Indiana,Big Ten,1.0,1492
2025,regular,8,Coaches,4,Texas A&M,SEC,,1417
2025,regular,8,Coaches,5,Ole Miss,SEC,,1389
2025,regular,8,Coaches,6,Alabama,SEC,,1280
2025,regular,8,Coaches,7,Georgia,SEC,,1198
2025,regular,8,Coaches,8,Texas Tech,Big 12,,1183
2025,regular,8,Coaches,9,Oregon,Big Ten,,1154
2025,regular,8,Coaches,10,LSU,SEC,,1062
2025,regular,8,Coaches,11,Tennessee,SEC,,962
2025,regular,8,Coaches,12,Georgia Tech,ACC,,951
2025,regular,8,Coaches,13,Oklahoma,SEC,,781
2025,regular,8,Coaches,14,BYU,Big 12,,720
2025,regular,8,Coaches,15,Notre Dame,FBS Independents,,661
2025,regular,8,Coaches,16,Missouri,SEC,,585
2025,regular,8,Coaches,17,Texas,SEC,,519
2025,regular,8,Coaches,18,Vanderbilt,SEC,,498
2025,regular,8,Coaches,19,Virginia,ACC,,415
2025,regular,8,Coaches,20,Memphis,American Athletic,,337
2025,regular,8,Coaches,21,USC,Big Ten,,310
2025,regular,8,Coaches,22,Utah,Big 12,,298
2025,regular,8,Coaches,23,South Florida,American Athletic,,234
2025,regular,8,Coaches,24,Cincinnati,Big 12,,169
2025,regular,8,Coaches,25,Illinois,Big Ten,,151
2025,regular,8,Coaches,1,North Dakota State,MVFC,26.0,650
2025,regular,8,Coaches,2,South Dakota State,MVFC,,621
2025,regular,8,Coaches,3,Tarleton State,UAC,,598
2025,regular,8,Coaches,4,Montana,Big Sky,,567
2025,regular,8,Coaches,5,Montana State,Big Sky,,525
2025,regular,8,Coaches,6,UC Davis,Big Sky,,504
2025,regular,8,Coaches,7,Lehigh,Patriot,,470
2025,regular,8,Coaches,8,Tennessee Tech,Big South-OVC,,465
2025,regular,8,Coaches,9,Illinois State,MVFC,,431
2025,regular,8,Coaches,10,Monmouth,CAA,,410
2025,regular,8,Coaches,11,North Dakota,MVFC,,391
2025,regular,8,Coaches,12,Southern Illinois,MVFC,,323
2025,regular,8,Coaches,13,Jackson State,SWAC,,318
2025,regular,8,Coaches,14,Villanova,CAA,,289
2025,regular,8,Coaches,15,Rhode Island,CAA,,267
2025,regular,8,Coaches,16,Mercer,Southern,,249
2025,regular,8,Coaches,17,Abilene Christian,UAC,,228
2025,regular,8,Coaches,18,Lamar,Southland,,203
2025,regular,8,Coaches,19,Presbyterian,Pioneer,,176
2025,regular,8,Coaches,20,Harvard,Ivy,,145
2025,regular,8,Coaches,21,Northern Arizona,Big Sky,,100
2025,regular,8,Coaches,22,SE Louisiana,Southland,,98
2025,regular,8,Coaches,23,West Georgia,UAC,,70
2025,regular,8,Coaches,24,Austin Peay,UAC,,64
2025,regular,8,Coaches,25,Youngstown State,MVFC,,53
2025,regular,8,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,8,Coaches,2,Harding University,Great American,,744
2025,regular,8,Coaches,3,West Florida,Gulf South,,707
2025,regular,8,Coaches,4,Kutztown University,Pennsylvania State Athletic,,685
2025,regular,8,Coaches,5,Western Colorado,Rocky Mountain,,611
2025,regular,8,Coaches,6,Augustana University (SD),Northern Sun,,603
2025,regular,8,Coaches,7,Grand Valley State University,GLIAC,,575
2025,regular,8,Coaches,8,West Alabama,Gulf South,,525
2025,regular,8,Coaches,9,CSU Pueblo,Rocky Mountain,,520
2025,regular,8,Coaches,10,Central Washington,Lone Star,,510
2025,regular,8,Coaches,11,Minnesota State Mankato,Northern Sun,,435
2025,regular,8,Coaches,12,Pittsburg St,Mid America,,409
2025,regular,8,Coaches,13,UT Permian Basin,Lone Star,,396
2025,regular,8,Coaches,14,Virginia Union,CIAA,,342
2025,regular,8,Coaches,15,Indianapolis,Great Lakes,,318
2025,regular,8,Coaches,16,Minnesota Duluth,Northern Sun,,305
2025,regular,8,Coaches,16,Findlay,Great Midwest Athletic,,305
2025,regular,8,Coaches,18,Delta State,Gulf South,,238
2025,regular,8,Coaches,19,Northwest Missouri St,Mid America,,219
2025,regular,8,Coaches,20,UNC Pembroke,Carolinas,,176
2025,regular,8,Coaches,21,Angelo State,Lone Star,,151
2025,regular,8,Coaches,22,Ashland,Great Midwest Athletic,,122
2025,regular,8,Coaches,23,Johnson C Smith,CIAA,,90
2025,regular,8,Coaches,24,Benedict College,SIAC,,77
2025,regular,8,Coaches,25,Slippery Rock,Pennsylvania State Athletic,,54
2025,regular,8,AP,1,Ohio State,Big Ten,50.0,1631
2025,regular,8,AP,2,Miami,ACC,13.0,1582
2025,regular,8,AP,3,Indiana,Big Ten,3.0,1531
2025,regular,8,AP,4,Texas A&M,SEC,,1433
2025,regular,8,AP,5,Ole Miss,SEC,,1331
2025,regular,8,AP,6,Alabama,SEC,,1315
2025,regular,8,AP,7,Texas Tech,Big 12,,1266
2025,regular,8,AP,8,Oregon,Big Ten,,1175
2025,regular,8,AP,9,Georgia,SEC,,1148
2025,regular,8,AP,10,LSU,SEC,,1012
2025,regular,8,AP,11,Tennessee,SEC,,939
2025,regular,8,AP,12,Georgia Tech,ACC,,904
2025,regular,8,AP,13,Notre Dame,FBS Independents,,793
2025,regular,8,AP,14,Oklahoma,SEC,,786
2025,regular,8,AP,15,BYU,Big 12,,655
2025,regular,8,AP,16,Missouri,SEC,,649
2025,regular,8,AP,17,Vanderbilt,SEC,,547
2025,regular,8,AP,18,Virginia,ACC,,521
2025,regular,8,AP,19,South Florida,American Athletic,,398
2025,regular,8,AP,20,USC,Big Ten,,361
2025,regular,8,AP,21,Texas,SEC,,319
2025,regular,8,AP,22,Memphis,American Athletic,,285
2025,regular,8,AP,23,Utah,Big 12,,261
2025,regular,8,AP,24,Cincinnati,Big 12,,184
2025,regular,8,AP,25,Nebraska,Big Ten,,149
2025,regular,8,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,8,Coaches,2,University of Mount Union,Ohio,,1247
2025,regular,8,Coaches,3,Johns Hopkins University,Centennial,,1163
2025,regular,8,Coaches,4,Wisconsin-Lacrosse,Wisconsin,,1143
2025,regular,8,Coaches,5,Salisbury,New Jersey,,1056
2025,regular,8,Coaches,6,Hardin-Simmons,American Southwest,,1043
2025,regular,8,Coaches,7,Bethel (MN),Minnesota,,995
2025,regular,8,Coaches,8,Wartburg,American Rivers,,928
2025,regular,8,Coaches,9,Depauw,North Coast,,854
2025,regular,8,Coaches,10,Wisconsin-Whitewater,Wisconsin,,798
2025,regular,8,Coaches,11,Saint John's (MN),Minnesota,,765
2025,regular,8,Coaches,12,Wisconsin-River Falls,Wisconsin,,726
2025,regular,8,Coaches,13,Central College,American Rivers,,642
2025,regular,8,Coaches,14,Wisconsin-Platteville,Wisconsin,,590
2025,regular,8,Coaches,15,John Carroll University,Ohio,,556
2025,regular,8,Coaches,16,Christopher Newport,New Jersey,,441
