season,season_type,week,poll,rank,school,conference,first_place_votes,points
2025,regular,8,Coaches,17,Cortland,Empire 8,,391
2025,regular,8,Coaches,18,Hope College,Michigan,,378
2025,regular,8,Coaches,19,Carnegie Mellon,Presidents',,332
2025,regular,8,Coaches,20,Randolph-Macon,Old Dominion,,242
2025,regular,8,Coaches,21,Berry College,Southern Athletic,,233
2025,regular,8,Coaches,22,Wheaton,CCIW,,224
2025,regular,8,Coaches,23,Trinity University TX,Southern Athletic,,163
2025,regular,8,Coaches,24,Wisconsin-Oshkosh,Wisconsin,,147
2025,regular,8,Coaches,25,Maryville College (TN),USA South,,127
2025,regular,9,Coaches,1,Ohio State,Big Ten,65.0,1625
2025,regular,9,Coaches,2,Indiana,Big Ten,,1549
2025,regular,9,Coaches,3,Texas A&M,SEC,,1470
2025,regular,9,Coaches,4,Alabama,SEC,,1408
2025,regular,9,Coaches,5,Georgia,SEC,,1358
2025,regular,9,Coaches,6,Oregon,Big Ten,,1302
2025,regular,9,Coaches,7,Georgia Tech,ACC,,1153
2025,regular,9,Coaches,8,Ole Miss,SEC,,1110
2025,regular,9,Coaches,9,Miami,ACC,,1027
2025,regular,9,Coaches,10,BYU,Big 12,,990
2025,regular,9,Coaches,11,Oklahoma,SEC,,960
2025,regular,9,Coaches,12,Vanderbilt,SEC,,902
2025,regular,9,Coaches,13,Notre Dame,FBS Independents,,872
2025,regular,9,Coaches,14,Missouri,SEC,,778
2025,regular,9,Coaches,15,Texas Tech,Big 12,,738
2025,regular,9,Coaches,16,Virginia,ACC,,528
2025,regular,9,Coaches,17,Tennessee,SEC,,523
2025,regular,9,Coaches,18,Texas,SEC,,483
2025,regular,9,Coaches,19,LSU,SEC,,451
2025,regular,9,Coaches,20,South Florida,American Athletic,,393
2025,regular,9,Coaches,21,Cincinnati,Big 12,,355
2025,regular,9,Coaches,22,Louisville,ACC,,336
2025,regular,9,Coaches,23,Illinois,Big Ten,,192
2025,regular,9,Coaches,24,Michigan,Big Ten,,175
2025,regular,9,Coaches,25,Arizona State,Big 12,,144
2025,regular,9,Coaches,1,North Dakota State,MVFC,25.0,625
2025,regular,9,Coaches,2,South Dakota State,MVFC,,597
2025,regular,9,Coaches,3,Tarleton State,UAC,,578
2025,regular,9,Coaches,4,Montana,Big Sky,,547
2025,regular,9,Coaches,5,Montana State,Big Sky,,501
2025,regular,9,Coaches,6,UC Davis,Big Sky,,487
2025,regular,9,Coaches,7,Lehigh,Patriot,,465
2025,regular,9,Coaches,8,Tennessee Tech,Big South-OVC,,431
2025,regular,9,Coaches,9,Monmouth,CAA,,417
2025,regular,9,Coaches,10,North Dakota,MVFC,,398
2025,regular,9,Coaches,11,Jackson State,SWAC,,345
2025,regular,9,Coaches,12,Villanova,CAA,,322
2025,regular,9,Coaches,13,Rhode Island,CAA,,314
2025,regular,9,Coaches,14,Mercer,Southern,,277
2025,regular,9,Coaches,15,Lamar,Southland,,268
2025,regular,9,Coaches,16,Presbyterian,Pioneer,,241
2025,regular,9,Coaches,17,Harvard,Ivy,,198
2025,regular,9,Coaches,18,Southern Illinois,MVFC,,165
2025,regular,9,Coaches,19,SE Louisiana,Southland,,164
2025,regular,9,Coaches,20,Illinois State,MVFC,,163
2025,regular,9,Coaches,21,Youngstown State,MVFC,,155
2025,regular,9,Coaches,22,Northern Arizona,Big Sky,,124
2025,regular,9,Coaches,23,Austin Peay,UAC,,73
2025,regular,9,Coaches,24,Stephen F. Austin,Southland,,64
2025,regular,9,Coaches,25,Abilene Christian,UAC,,48
2025,regular,9,AP,1,Ohio State,Big Ten,60.0,1643
2025,regular,9,AP,2,Indiana,Big Ten,6.0,1583
2025,regular,9,AP,3,Texas A&M,SEC,,1499
2025,regular,9,AP,4,Alabama,SEC,,1463
2025,regular,9,AP,5,Georgia,SEC,,1360
2025,regular,9,AP,6,Oregon,Big Ten,,1317
2025,regular,9,AP,7,Georgia Tech,ACC,,1143
2025,regular,9,AP,8,Ole Miss,SEC,,1119
2025,regular,9,AP,9,Miami,ACC,,1073
2025,regular,9,AP,10,Vanderbilt,SEC,,1031
2025,regular,9,AP,11,BYU,Big 12,,975
2025,regular,9,AP,12,Notre Dame,FBS Independents,,964
2025,regular,9,AP,13,Oklahoma,SEC,,882
2025,regular,9,AP,14,Texas Tech,Big 12,,782
2025,regular,9,AP,15,Missouri,SEC,,748
2025,regular,9,AP,16,Virginia,ACC,,624
2025,regular,9,AP,17,Tennessee,SEC,,527
2025,regular,9,AP,18,South Florida,American Athletic,,501
2025,regular,9,AP,19,Louisville,ACC,,458
2025,regular,9,AP,20,LSU,SEC,,388
2025,regular,9,AP,21,Cincinnati,Big 12,,350
2025,regular,9,AP,22,Texas,SEC,,318
2025,regular,9,AP,23,Illinois,Big Ten,,168
2025,regular,9,AP,24,Arizona State,Big 12,,155
2025,regular,9,AP,25,Michigan,Big Ten,,123
2025,regular,9,Coaches,1,Ferris State,GLIAC,30.0,750
2025,regular,9,Coaches,2,Harding University,Great American,,719
2025,regular,9,Coaches,3,West Florida,Gulf South,,682
2025,regular,9,Coaches,4,Kutztown University,Pennsylvania State Athletic,,661
2025,regular,9,Coaches,5,Augustana University (SD),Northern Sun,,593
2025,regular,9,Coaches,6,Western Colorado,Rocky Mountain,,591
2025,regular,9,Coaches,7,CSU Pueblo,Rocky Mountain,,563
2025,regular,9,Coaches,8,Central Washington,Lone Star,,540
2025,regular,9,Coaches,9,Minnesota State Mankato,Northern Sun,,493
2025,regular,9,Coaches,10,Pittsburg St,Mid America,,462
2025,regular,9,Coaches,11,West Alabama,Gulf South,,407
2025,regular,9,Coaches,12,Virginia Union,CIAA,,384
2025,regular,9,Coaches,13,Indianapolis,Great Lakes,,374
2025,regular,9,Coaches,14,Findlay,Great Midwest Athletic,,362
2025,regular,9,Coaches,15,Minnesota Duluth,Northern Sun,,306
2025,regular,9,Coaches,16,Northwest Missouri St,Mid America,,302
2025,regular,9,Coaches,17,Delta State,Gulf South,,301
2025,regular,9,Coaches,18,Grand Valley State University,GLIAC,,247
2025,regular,9,Coaches,19,Angelo State,Lone Star,,180
2025,regular,9,Coaches,20,Ashland,Great Midwest Athletic,,171
2025,regular,9,Coaches,21,Benedict College,SIAC,,155
2025,regular,9,Coaches,22,Johnson C Smith,CIAA,,147
2025,regular,9,Coaches,23,UT Permian Basin,Lone Star,,131
2025,regular,9,Coaches,24,Slippery Rock,Pennsylvania State Athletic,,80
2025,regular,9,Coaches,25,Southern Arkansas,Great American,,65
2025,regular,9,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,9,Coaches,2,University of Mount Union,Ohio,,1248
2025,regular,9,Coaches,3,Johns Hopkins University,Centennial,,1179
2025,regular,9,Coaches,4,Salisbury,New Jersey,,1108
2025,regular,9,Coaches,5,Hardin-Simmons,American Southwest,,1084
2025,regular,9,Coaches,6,Bethel (MN),Minnesota,,1043
2025,regular,9,Coaches,7,Wartburg,American Rivers,,965
2025,regular,9,Coaches,8,Wisconsin-Whitewater,Wisconsin,,892
2025,regular,9,Coaches,9,Wisconsin-Platteville,Wisconsin,,824
2025,regular,9,Coaches,10,Wisconsin-River Falls,Wisconsin,,773
2025,regular,9,Coaches,11,Saint John's (MN),Minnesota,,764
2025,regular,9,Coaches,12,Wisconsin-Lacrosse,Wisconsin,,752
2025,regular,9,Coaches,13,John Carroll University,Ohio,,696
2025,regular,9,Coaches,14,Central College,American Rivers,,676
2025,regular,9,Coaches,15,Christopher Newport,New Jersey,,573
2025,regular,9,Coaches,16,Depauw,North Coast,,453
2025,regular,9,Coaches,17,Cortland,Empire 8,,424
2025,regular,9,Coaches,18,Hope College,Michigan,,393
2025,regular,9,Coaches,19,Carnegie Mellon,Presidents',,344
2025,regular,9,Coaches,20,Randolph-Macon,Old Dominion,,324
2025,regular,9,Coaches,21,Berry College,Southern Athletic,,291
2025,regular,9,Coaches,22,Wheaton,CCIW,,214
2025,regular,9,Coaches,23,Trinity University TX,Southern Athletic,,163
2025,regular,9,Coaches,24,Wisconsin-Oshkosh,Wisconsin,,160
2025,regular,9,Coaches,25,Wabash College,North Coast,,58
2025,regular,10,Coaches,1,Ohio State,Big Ten,62.0,1598
2025,regular,10,Coaches,2,Indiana,Big Ten,,1524
2025,regular,10,Coaches,3,Texas A&M,SEC,2.0,1478
2025,regular,10,Coaches,4,Alabama,SEC,,1381
2025,regular,10,Coaches,5,Georgia,SEC,,1331
2025,regular,10,Coaches,6,Oregon,Big Ten,,1254
2025,regular,10,Coaches,7,Georgia Tech,ACC,,1183
2025,regular,10,Coaches,8,Ole Miss,SEC,,1173
2025,regular,10,Coaches,9,Miami,ACC,,1029
2025,regular,10,Coaches,10,BYU,Big 12,,1023
2025,regular,10,Coaches,11,Vanderbilt,SEC,,1004
2025,regular,10,Coaches,12,Notre Dame,FBS Independents,,849
2025,regular,10,Coaches,13,Texas Tech,Big 12,,845
2025,regular,10,Coaches,14,Tennessee,SEC,,683
2025,regular,10,Coaches,15,Virginia,ACC,,658
2025,regular,10,Coaches,16,Cincinnati,Big 12,,565
2025,regular,10,Coaches,17,Louisville,ACC,,544
2025,regular,10,Coaches,18,Oklahoma,SEC,,495
2025,regular,10,Coaches,19,Texas,SEC,,456
2025,regular,10,Coaches,20,Missouri,SEC,,423
2025,regular,10,Coaches,21,Michigan,Big Ten,,302
2025,regular,10,Coaches,22,Houston,Big 12,,215
2025,regular,10,Coaches,23,Navy,American Athletic,,144
2025,regular,10,Coaches,24,Utah,Big 12,,129
2025,regular,10,Coaches,25,Memphis,American Athletic,,105
2025,regular,10,Coaches,1,North Dakota State,MVFC,25.0,625
2025,regular,10,Coaches,2,Tarleton State,UAC,,598
2025,regular,10,Coaches,3,Montana,Big Sky,,575
2025,regular,10,Coaches,4,Montana State,Big Sky,,529
2025,regular,10,Coaches,5,South Dakota State,MVFC,,525
2025,regular,10,Coaches,6,UC Davis,Big Sky,,495
2025,regular,10,Coaches,7,Lehigh,Patriot,,461
2025,regular,10,Coaches,8,Tennessee Tech,Big South-OVC,,433
2025,regular,10,Coaches,9,Monmouth,CAA,,423
2025,regular,10,Coaches,10,North Dakota,MVFC,,401
2025,regular,10,Coaches,11,Villanova,CAA,,350
2025,regular,10,Coaches,12,Rhode Island,CAA,,340
2025,regular,10,Coaches,13,Mercer,Southern,,323
2025,regular,10,Coaches,14,Lamar,Southland,,314
2025,regular,10,Coaches,15,Harvard,Ivy,,248
2025,regular,10,Coaches,16,SE Louisiana,Southland,,235
2025,regular,10,Coaches,17,Southern Illinois,MVFC,,224
2025,regular,10,Coaches,18,Illinois State,MVFC,,192
2025,regular,10,Coaches,19,Youngstown State,MVFC,,181
2025,regular,10,Coaches,20,Jackson State,SWAC,,126
2025,regular,10,Coaches,21,Northern Arizona,Big Sky,,108
2025,regular,10,Coaches,22,Presbyterian,Pioneer,,99
2025,regular,10,Coaches,23,Stephen F. Austin,Southland,,89
2025,regular,10,Coaches,24,Austin Peay,UAC,,78
2025,regular,10,Coaches,25,Abilene Christian,UAC,,36
2025,regular,10,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,10,Coaches,2,University of Mount Union,Ohio,,1246
2025,regular,10,Coaches,3,Johns Hopkins University,Centennial,,1177
2025,regular,10,Coaches,4,Salisbury,New Jersey,,1096
2025,regular,10,Coaches,5,Hardin-Simmons,American Southwest,,1079
2025,regular,10,Coaches,6,Bethel (MN),Minnesota,,1050
2025,regular,10,Coaches,7,Wartburg,American Rivers,,982
2025,regular,10,Coaches,8,Wisconsin-Whitewater,Wisconsin,,948
2025,regular,10,Coaches,9,Wisconsin-River Falls,Wisconsin,,879
2025,regular,10,Coaches,10,Saint John's (MN),Minnesota,,804
2025,regular,10,Coaches,11,Wisconsin-Lacrosse,Wisconsin,,786
2025,regular,10,Coaches,12,John Carroll University,Ohio,,717
2025,regular,10,Coaches,13,Christopher Newport,New Jersey,,637
2025,regular,10,Coaches,14,Depauw,North Coast,,547
2025,regular,10,Coaches,15,Wisconsin-Platteville,Wisconsin,,539
2025,regular,10,Coaches,16,Cortland,Empire 8,,479
2025,regular,10,Coaches,17,Hope College,Michigan,,463
2025,regular,10,Coaches,18,Randolph-Macon,Old Dominion,,398
2025,regular,10,Coaches,19,Central College,American Rivers,,378
2025,regular,10,Coaches,20,Berry College,Southern Athletic,,367
2025,regular,10,Coaches,21,Wheaton,CCIW,,258
2025,regular,10,Coaches,22,Trinity University TX,Southern Athletic,,216
2025,regular,10,Coaches,23,Wabash College,North Coast,,136
2025,regular,10,Coaches,24,Baldwin Wallace,Ohio,,124
2025,regular,10,Coaches,25,Muhlenberg,Centennial,,95
2025,regular,10,AP,1,Ohio State,Big Ten,54.0,1633
2025,regular,10,AP,2,Indiana,Big Ten,11.0,1589
2025,regular,10,AP,3,Texas A&M,SEC,1.0,1523
2025,regular,10,AP,4,Alabama,SEC,,1445
2025,regular,10,AP,5,Georgia,SEC,,1359
2025,regular,10,AP,6,Oregon,Big Ten,,1249
2025,regular,10,AP,7,Ole Miss,SEC,,1212
2025,regular,10,AP,8,Georgia Tech,ACC,,1172
2025,regular,10,AP,9,Vanderbilt,SEC,,1098
2025,regular,10,AP,10,BYU,Big 12,,1069
2025,regular,10,AP,10,Miami,ACC,,1069
2025,regular,10,AP,12,Notre Dame,FBS Independents,,944
2025,regular,10,AP,13,Texas Tech,Big 12,,876
2025,regular,10,AP,14,Tennessee,SEC,,684
2025,regular,10,AP,15,Virginia,ACC,,660
2025,regular,10,AP,16,Louisville,ACC,,647
2025,regular,10,AP,17,Cincinnati,Big 12,,609
2025,regular,10,AP,18,Oklahoma,SEC,,485
2025,regular,10,AP,19,Missouri,SEC,,447
2025,regular,10,AP,20,Texas,SEC,,371
2025,regular,10,AP,21,Michigan,Big Ten,,264
2025,regular,10,AP,22,Houston,Big 12,,256
2025,regular,10,AP,23,USC,Big Ten,,215
2025,regular,10,AP,24,Utah,Big 12,,162
2025,regular,10,AP,25,Memphis,American Athletic,,130
2025,regular,10,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,10,Coaches,2,Harding University,Great American,,743
2025,regular,10,Coaches,3,West Florida,Gulf South,,707
2025,regular,10,Coaches,4,Kutztown University,Pennsylvania State Athletic,,686
2025,regular,10,Coaches,5,Augustana University (SD),Northern Sun,,635
2025,regular,10,Coaches,6,Western Colorado,Rocky Mountain,,610
2025,regular,10,Coaches,7,CSU Pueblo,Rocky Mountain,,578
2025,regular,10,Coaches,8,Central Washington,Lone Star,,544
2025,regular,10,Coaches,9,Pittsburg St,Mid America,,507
2025,regular,10,Coaches,10,Virginia Union,CIAA,,448
2025,regular,10,Coaches,11,Findlay,Great Midwest Athletic,,444
2025,regular,10,Coaches,12,Indianapolis,Great Lakes,,438
2025,regular,10,Coaches,13,Minnesota Duluth,Northern Sun,,394
2025,regular,10,Coaches,14,Northwest Missouri St,Mid America,,380
2025,regular,10,Coaches,15,Delta State,Gulf South,,373
2025,regular,10,Coaches,16,Angelo State,Lone Star,,271
2025,regular,10,Coaches,17,Ashland,Great Midwest Athletic,,235
2025,regular,10,Coaches,18,Minnesota State Mankato,Northern Sun,,223
2025,regular,10,Coaches,19,Johnson C Smith,CIAA,,195
2025,regular,10,Coaches,20,UT Permian Basin,Lone Star,,189
2025,regular,10,Coaches,21,West Alabama,Gulf South,,178
2025,regular,10,Coaches,22,Slippery Rock,Pennsylvania State Athletic,,129
2025,regular,10,Coaches,23,Albany State GA,SIAC,,109
2025,regular,10,Coaches,24,Frostburg State,Mountain East,,83
2025,regular,10,Coaches,25,Grand Valley State University,GLIAC,,64
2025,regular,11,Coaches,1,Ohio State,Big Ten,60.0,1596
2025,regular,11,Coaches,2,Indiana,Big Ten,1.0,1525
2025,regular,11,Coaches,3,Texas A&M,SEC,3.0,1479
2025,regular,11,Coaches,4,Alabama,SEC,,1385
2025,regular,11,Coaches,5,Georgia,SEC,,1335
2025,regular,11,Coaches,6,Oregon,Big Ten,,1284
2025,regular,11,Coaches,7,Ole Miss,SEC,,1213
2025,regular,11,Coaches,8,BYU,Big 12,,1157
2025,regular,11,Coaches,9,Texas Tech,Big 12,,1028
2025,regular,11,Coaches,10,Notre Dame,FBS Independents,,992
2025,regular,11,Coaches,11,Virginia,ACC,,852
2025,regular,11,Coaches,12,Oklahoma,SEC,,806
2025,regular,11,Coaches,13,Texas,SEC,,788
2025,regular,11,Coaches,14,Georgia Tech,ACC,,740
2025,regular,11,Coaches,15,Louisville,ACC,,734
2025,regular,11,Coaches,16,Vanderbilt,SEC,,610
2025,regular,11,Coaches,17,Missouri,SEC,,501
2025,regular,11,Coaches,18,Miami,ACC,,487
2025,regular,11,Coaches,19,Utah,Big 12,,476
2025,regular,11,Coaches,20,Michigan,Big Ten,,468
2025,regular,11,Coaches,21,USC,Big Ten,,291
2025,regular,11,Coaches,22,Tennessee,SEC,,243
2025,regular,11,Coaches,23,Memphis,American Athletic,,242
2025,regular,11,Coaches,24,Iowa,Big Ten,,128
2025,regular,11,Coaches,25,Cincinnati,Big 12,,109
2025,regular,11,Coaches,1,North Dakota State,MVFC,25.0,625
2025,regular,11,Coaches,2,Montana,Big Sky,,598
2025,regular,11,Coaches,3,Montana State,Big Sky,,567
2025,regular,11,Coaches,4,Lehigh,Patriot,,521
2025,regular,11,Coaches,5,Tennessee Tech,Big South-OVC,,488
2025,regular,11,Coaches,6,Monmouth,CAA,,485
2025,regular,11,Coaches,7,Tarleton State,UAC,,474
2025,regular,11,Coaches,8,Villanova,CAA,,417
2025,regular,11,Coaches,9,South Dakota State,MVFC,,389
2025,regular,11,Coaches,10,Rhode Island,CAA,,378
2025,regular,11,Coaches,10,Mercer,Southern,,378
2025,regular,11,Coaches,12,UC Davis,Big Sky,,367
2025,regular,11,Coaches,13,Harvard,Ivy,,310
2025,regular,11,Coaches,14,SE Louisiana,Southland,,298
2025,regular,11,Coaches,15,North Dakota,MVFC,,263
2025,regular,11,Coaches,16,Southern Illinois,MVFC,,243
2025,regular,11,Coaches,17,Illinois State,MVFC,,240
2025,regular,11,Coaches,18,Lamar,Southland,,173
2025,regular,11,Coaches,19,Jackson State,SWAC,,157
2025,regular,11,Coaches,20,Abilene Christian,UAC,,156
2025,regular,11,Coaches,21,Stephen F. Austin,Southland,,148
2025,regular,11,Coaches,22,Youngstown State,MVFC,,120
2025,regular,11,Coaches,23,Presbyterian,Pioneer,,115
2025,regular,11,Coaches,24,Western Carolina,Southern,,51
2025,regular,11,Coaches,25,South Dakota,MVFC,,36
2025,regular,11,CFP,1,Ohio State,Big Ten,,0
2025,regular,11,CFP,2,Indiana,Big Ten,,0
2025,regular,11,CFP,3,Texas A&M,SEC,,0
2025,regular,11,CFP,4,Alabama,SEC,,0
2025,regular,11,CFP,5,Georgia,SEC,,0
2025,regular,11,CFP,6,Ole Miss,SEC,,0
2025,regular,11,CFP,7,BYU,Big 12,,0
2025,regular,11,CFP,8,Texas Tech,Big 12,,0
2025,regular,11,CFP,9,Oregon,Big Ten,,0
2025,regular,11,CFP,10,Notre Dame,FBS Independents,,0
2025,regular,11,CFP,11,Texas,SEC,,0
2025,regular,11,CFP,12,Oklahoma,SEC,,0
2025,regular,11,CFP,13,Utah,Big 12,,0
2025,regular,11,CFP,14,Virginia,ACC,,0
2025,regular,11,CFP,15,Louisville,ACC,,0
2025,regular,11,CFP,16,Vanderbilt,SEC,,0
2025,regular,11,CFP,17,Georgia Tech,ACC,,0
2025,regular,11,CFP,18,Miami,ACC,,0
2025,regular,11,CFP,19,USC,Big Ten,,0
2025,regular,11,CFP,20,Iowa,Big Ten,,0
2025,regular,11,CFP,21,Michigan,Big Ten,,0
2025,regular,11,CFP,22,Missouri,SEC,,0
2025,regular,11,CFP,23,Washington,Big Ten,,0
2025,regular,11,CFP,24,Pittsburgh,ACC,,0
2025,regular,11,CFP,25,Tennessee,SEC,,0
2025,regular,11,AP,1,Ohio State,Big Ten,54.0,1633
2025,regular,11,AP,2,Indiana,Big Ten,11.0,1591
2025,regular,11,AP,3,Texas A&M,SEC,1.0,1523
2025,regular,11,AP,4,Alabama,SEC,,1447
2025,regular,11,AP,5,Georgia,SEC,,1364
2025,regular,11,AP,6,Oregon,Big Ten,,1293
2025,regular,11,AP,7,Ole Miss,SEC,,1263
2025,regular,11,AP,8,BYU,Big 12,,1207
2025,regular,11,AP,9,Texas Tech,Big 12,,1091
2025,regular,11,AP,10,Notre Dame,FBS Independents,,1071
2025,regular,11,AP,11,Oklahoma,SEC,,850
2025,regular,11,AP,12,Virginia,ACC,,838
2025,regular,11,AP,13,Texas,SEC,,835
2025,regular,11,AP,14,Louisville,ACC,,827
2025,regular,11,AP,15,Vanderbilt,SEC,,698
2025,regular,11,AP,16,Georgia Tech,ACC,,667
2025,regular,11,AP,17,Utah,Big 12,,560
2025,regular,11,AP,18,Miami,ACC,,558
2025,regular,11,AP,19,Missouri,SEC,,491
2025,regular,11,AP,20,USC,Big Ten,,453
2025,regular,11,AP,21,Michigan,Big Ten,,344
2025,regular,11,AP,22,Memphis,American Athletic,,224
2025,regular,11,AP,23,Tennessee,SEC,,171
2025,regular,11,AP,24,Washington,Big Ten,,110
2025,regular,11,AP,25,Cincinnati,Big 12,,77
2025,regular,11,Coaches,1,Ferris State,GLIAC,31.0,775
2025,regular,11,Coaches,2,Harding University,Great American,,743
2025,regular,11,Coaches,3,West Florida,Gulf South,,709
2025,regular,11,Coaches,4,Kutztown University,Pennsylvania State Athletic,,684
2025,regular,11,Coaches,5,Augustana University (SD),Northern Sun,,640
2025,regular,11,Coaches,6,CSU Pueblo,Rocky Mountain,,616
2025,regular,11,Coaches,7,Central Washington,Lone Star,,566
2025,regular,11,Coaches,8,Pittsburg St,Mid America,,515
2025,regular,11,Coaches,9,Findlay,Great Midwest Athletic,,487
2025,regular,11,Coaches,10,Virginia Union,CIAA,,483
2025,regular,11,Coaches,11,Western Colorado,Rocky Mountain,,479
2025,regular,11,Coaches,12,Indianapolis,Great Lakes,,426
2025,regular,11,Coaches,13,Minnesota Duluth,Northern Sun,,416
2025,regular,11,Coaches,14,Northwest Missouri St,Mid America,,412
2025,regular,11,Coaches,15,Ashland,Great Midwest Athletic,,325
2025,regular,11,Coaches,16,Minnesota State Mankato,Northern Sun,,275
2025,regular,11,Coaches,17,UT Permian Basin,Lone Star,,250
2025,regular,11,Coaches,18,Johnson C Smith,CIAA,,242
2025,regular,11,Coaches,19,Albany State GA,SIAC,,186
2025,regular,11,Coaches,20,Slippery Rock,Pennsylvania State Athletic,,181
2025,regular,11,Coaches,21,Delta State,Gulf South,,177
2025,regular,11,Coaches,22,Angelo State,Lone Star,,105
2025,regular,11,Coaches,23,Grand Valley State University,GLIAC,,87
2025,regular,11,Coaches,24,Assumption,Northeast 10,,74
2025,regular,11,Coaches,25,Newberry,South Atlantic,,69
2025,regular,11,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,11,Coaches,2,University of Mount Union,Ohio,,1242
2025,regular,11,Coaches,3,Johns Hopkins University,Centennial,,1181
2025,regular,11,Coaches,4,Salisbury,New Jersey,,1105
2025,regular,11,Coaches,5,Hardin-Simmons,American Southwest,,1073
2025,regular,11,Coaches,6,Bethel (MN),Minnesota,,1045
2025,regular,11,Coaches,7,Wartburg,American Rivers,,980
2025,regular,11,Coaches,8,Wisconsin-River Falls,Wisconsin,,955
2025,regular,11,Coaches,9,Saint John's (MN),Minnesota,,852
2025,regular,11,Coaches,10,Wisconsin-Lacrosse,Wisconsin,,838
2025,regular,11,Coaches,11,John Carroll University,Ohio,,764
2025,regular,11,Coaches,12,Christopher Newport,New Jersey,,708
2025,regular,11,Coaches,13,Depauw,North Coast,,624
2025,regular,11,Coaches,14,Wisconsin-Platteville,Wisconsin,,594
2025,regular,11,Coaches,15,Cortland,Empire 8,,519
2025,regular,11,Coaches,16,Hope College,Michigan,,489
2025,regular,11,Coaches,17,Wisconsin-Whitewater,Wisconsin,,433
2025,regular,11,Coaches,18,Randolph-Macon,Old Dominion,,424
2025,regular,11,Coaches,19,Central College,American Rivers,,416
2025,regular,11,Coaches,20,Berry College,Southern Athletic,,355
2025,regular,11,Coaches,21,Wheaton,CCIW,,253
2025,regular,11,Coaches,22,Trinity University TX,Southern Athletic,,214
2025,regular,11,Coaches,23,Wabash College,North Coast,,157
2025,regular,11,Coaches,24,Baldwin Wallace,Ohio,,154
2025,regular,11,Coaches,25,Hampden-Sydney,Old Dominion,,64
2025,regular,12,Coaches,1,Ohio State,Big Ten,59.0,1571
2025,regular,12,Coaches,2,Indiana,Big Ten,,1492
2025,regular,12,Coaches,3,Texas A&M,SEC,4.0,1465
2025,regular,12,Coaches,4,Alabama,SEC,,1368
2025,regular,12,Coaches,5,Georgia,SEC,,1322
2025,regular,12,Coaches,6,Oregon,Big Ten,,1238
2025,regular,12,Coaches,7,Ole Miss,SEC,,1216
2025,regular,12,Coaches,8,Texas Tech,Big 12,,1143
2025,regular,12,Coaches,9,Notre Dame,FBS Independents,,1041
2025,regular,12,Coaches,10,Oklahoma,SEC,,929
2025,regular,12,Coaches,10,Texas,SEC,,929
2025,regular,12,Coaches,12,Georgia Tech,ACC,,823
2025,regular,12,Coaches,12,BYU,Big 12,,823
2025,regular,12,Coaches,14,Vanderbilt,SEC,,751
2025,regular,12,Coaches,15,Utah,Big 12,,635
2025,regular,12,Coaches,16,Miami,ACC,,626
2025,regular,12,Coaches,17,Michigan,Big Ten,,559
2025,regular,12,Coaches,18,USC,Big Ten,,528
2025,regular,12,Coaches,19,Virginia,ACC,,336
2025,regular,12,Coaches,20,Tennessee,SEC,,312
2025,regular,12,Coaches,21,Louisville,ACC,,279
2025,regular,12,Coaches,22,Cincinnati,Big 12,,216
2025,regular,12,Coaches,23,Pittsburgh,ACC,,144
2025,regular,12,Coaches,24,Missouri,SEC,,132
2025,regular,12,Coaches,25,James Madison,Sun Belt,,108
2025,regular,12,AP,1,Ohio State,Big Ten,55.0,1610
2025,regular,12,AP,2,Indiana,Big Ten,6.0,1549
2025,regular,12,AP,3,Texas A&M,SEC,4.0,1518
2025,regular,12,AP,4,Alabama,SEC,,1427
2025,regular,12,AP,5,Georgia,SEC,,1353
2025,regular,12,AP,6,Ole Miss,SEC,,1248
2025,regular,12,AP,7,Oregon,Big Ten,,1245
2025,regular,12,AP,8,Texas Tech,Big 12,,1211
2025,regular,12,AP,9,Notre Dame,FBS Independents,,1102
2025,regular,12,AP,10,Texas,SEC,,961
2025,regular,12,AP,11,Oklahoma,SEC,,928
2025,regular,12,AP,12,BYU,Big 12,,898
2025,regular,12,AP,13,Vanderbilt,SEC,,821
2025,regular,12,AP,14,Georgia Tech,ACC,,788
2025,regular,12,AP,15,Utah,Big 12,,695
2025,regular,12,AP,16,Miami,ACC,,683
2025,regular,12,AP,17,USC,Big Ten,,645
2025,regular,12,AP,18,Michigan,Big Ten,,498
2025,regular,12,AP,19,Louisville,ACC,,326
2025,regular,12,AP,20,Virginia,ACC,,313
2025,regular,12,AP,21,Tennessee,SEC,,276
2025,regular,12,AP,22,Cincinnati,Big 12,,224
2025,regular,12,AP,23,Pittsburgh,ACC,,201
2025,regular,12,AP,24,James Madison,Sun Belt,,167
2025,regular,12,AP,25,South Florida,American Athletic,,116
2025,regular,12,CFP,1,Ohio State,Big Ten,,0
2025,regular,12,CFP,2,Indiana,Big Ten,,0
2025,regular,12,CFP,3,Texas A&M,SEC,,0
2025,regular,12,CFP,4,Alabama,SEC,,0
2025,regular,12,CFP,5,Georgia,SEC,,0
2025,regular,12,CFP,6,Texas Tech,Big 12,,0
2025,regular,12,CFP,7,Ole Miss,SEC,,0
2025,regular,12,CFP,8,Oregon,Big Ten,,0
2025,regular,12,CFP,9,Notre Dame,FBS Independents,,0
2025,regular,12,CFP,10,Texas,SEC,,0
