id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,startDateEastern,dayOfWeek,kickoffTimeStr,home_last_point_diff,away_last_point_diff,game_date,homeTeamRank,awayTeamRank,isRankedMatchup,capacity
401752917,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3765.0,Husky Stadium,264,Washington Huskies,fbs,Big Ten,,,,1754.0,,2483,Oregon Ducks,fbs,Big Ten,,,,2068.0,,,,,2025-11-29,Saturday,,17.0,20.0,2025-11-29,23.0,9.0,True,70083.0
401752919,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,477.0,Los Angeles Memorial Coliseum,30,USC Trojans,fbs,Big Ten,,,,1916.0,,26,UCLA Bruins,fbs,Big Ten,,,,1361.0,,,,,2025-11-29,Saturday,,16.0,-25.0,2025-11-29,19.0,,False,77500
401762518,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,4729.0,Yulman Stadium,2655,Tulane Green Wave,fbs,American Athletic,,,,1543.0,,2429,Charlotte,fbs,American Athletic,,,,1013.0,,,,,2025-11-29,Saturday,,7.0,-17.0,2025-11-29,,,False,30000.0
401752785,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,False,,3634.0,Ben Hill Griffin Stadium,57,Florida Gators,fbs,SEC,,,,1565.0,,52,Florida State Seminoles,fbs,ACC,,,,1616.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start,2025-11-29,Saturday,,-10.0,14.0,2025-11-29,,,False,88548.0
401756967,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3616.0,Amon G. Carter Stadium,2628,TCU Horned Frogs,fbs,Big 12,,,,1605.0,,2132,Cincinnati Bearcats,fbs,Big 12,,,,1578.0,,,,,2025-11-29,Saturday,,34.0,14.0,2025-11-29,,,False,45000
401756965,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3636.0,Bill Snyder Family Stadium,2306,Kansas State Wildcats,fbs,Big 12,,,,1674.0,,38,Colorado Buffaloes,fbs,Big 12,,,,1377.0,,,,,2025-11-29,Saturday,,-6.0,-16.0,2025-11-29,,,False,50000.0
401754610,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3982.0,Wallace Wade Stadium,150,Duke Blue Devils,fbs,ACC,,,,1576.0,,154,Wake Forest Demon Deacons,fbs,ACC,,,,1444.0,,,,,2025-11-29,Saturday,,-7.0,-10.0,2025-11-29,,,False,35018.0
401754611,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3752.0,Acrisure Stadium,221,Pittsburgh Panthers,fbs,ACC,,,,1665.0,,2390,Miami Hurricanes,fbs,ACC,,,,1914.0,,,,,2025-11-29,Saturday,,-7.0,37.0,2025-11-29,24.0,18.0,True,68400
401754609,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3831.0,California Memorial Stadium,25,California Golden Bears,fbs,ACC,,,,1420.0,,2567,Southern Methodist (SMU) Mustangs,fbs,ACC,,,,1782.0,,,,,2025-11-29,Saturday,,13.0,18.0,2025-11-29,,,False,62717
401762519,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3715.0,FAU Stadium,2226,Florida Atlantic Owls,fbs,American Athletic,,,,1249.0,,151,East Carolina Pirates,fbs,American Athletic,,,,1604.0,,,,,2025-11-29,Saturday,,-10.0,38.0,2025-11-29,,,False,30000.0
401754613,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3923.0,Scott Stadium,258,Virginia Cavaliers,fbs,ACC,,,,1604.0,,259,Virginia Tech Hokies,fbs,ACC,,,,1402.0,,,,,2025-11-29,Saturday,,-4.0,-19.0,2025-11-29,14.0,,False,61500.0
401756968,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3842.0,Milan Puskar Stadium,277,West Virginia Mountaineers,fbs,Big 12,,,,1355.0,,2641,Texas Tech Red Raiders,fbs,Big 12,,,,1997.0,,,,,2025-11-29,Saturday,,7.0,38.0,2025-11-29,,8.0,False,60000.0
401756962,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,4727.0,McLane Stadium,239,Baylor Bears,fbs,Big 12,,,,1585.0,,248,Houston Cougars,fbs,Big 12,,,,1476.0,,,,,2025-11-29,Saturday,,3.0,16.0,2025-11-29,,,False,45140
401756963,2025,14,regular,2025-11-29 05:00:00+00:00,True,False,False,True,,3801.0,LaVell Edwards Stadium,252,BYU Cougars,fbs,Big 12,,,,1772.0,,2116,UCF Knights,fbs,Big 12,,,,1468.0,,,,,2025-11-29,Saturday,,24.0,7.0,2025-11-29,7.0,,False,63470
401762872,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,True,,3786.0,Kelly/Shorts Stadium,2117,Central Michigan Chippewas,fbs,Mid-American,,,,1308.0,,2649,Toledo Rockets,fbs,Mid-American,,,,1630.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,-60.0,24.0,2025-11-29,,,False,30255.0
401762875,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,True,,3996.0,Yager Stadium,193,Miami (OH) RedHawks,fbs,Mid-American,,,,1461.0,,2050,Ball State Cardinals,fbs,Mid-American,,,,1030.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,-28.0,-39.0,2025-11-29,,,False,22500.0
401756966,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,True,,3646.0,Boone Pickens Stadium,197,Oklahoma State Cowboys,fbs,Big 12,,,,1080.0,,66,Iowa State Cyclones,fbs,Big 12,,,,1600.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,-66.0,8.0,2025-11-29,,,False,60218
401752921,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,True,,3558.0,Michigan Stadium,130,Michigan Wolverines,fbs,Big Ten,,,,1799.0,,194,Ohio State Buckeyes,fbs,Big Ten,,,,2145.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,60.0,28.0,2025-11-29,21.0,1.0,True,107601
401752790,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,False,,3994.0,Williams-Brice Stadium,2579,South Carolina Gamecocks,fbs,SEC,,,,1645.0,,228,Clemson Tigers,fbs,ACC,,,,1725.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,-24.0,-3.0,2025-11-29,,,False,77559.0
401752787,2025,14,regular,2025-11-29 17:00:00+00:00,False,False,False,False,,3873.0,L&N Federal Credit Union Stadium,97,Louisville Cardinals,fbs,ACC,,,,1709.0,,96,Kentucky Wildcats,fbs,SEC,,,,1635.0,,,,,2025-11-29,Saturday,2025-11-29 12:00:00-05:00,14.0,25.0,2025-11-29,15.0,,False,41426.0
401757310,2025,14,regular,2025-11-29 18:00:00+00:00,False,False,False,True,,3695.0,Delaware Stadium,48,Delaware Blue Hens,fbs,Conference USA,,,,1364.0,,2638,UTEP Miners,fbs,Conference USA,,,,1215.0,,,,,2025-11-29,Saturday,2025-11-29 13:00:00-05:00,3.0,-17.0,2025-11-29,,,False,18309
401757311,2025,14,regular,2025-11-29 18:00:00+00:00,False,False,True,True,,3631.0,BBVA Compass Stadium,2534,Sam Houston State Bearkats,fbs,Conference USA,,,,1094.0,,2229,Florida International Panthers,fbs,Conference USA,,,,1326.0,,,,,2025-11-29,Saturday,2025-11-29 13:00:00-05:00,-17.0,10.0,2025-11-29,,,False,23500.0
401761663,2025,14,regular,2025-11-29 18:30:00+00:00,False,False,False,True,,3775.0,Joan C. Edwards Stadium,276,Marshall Thundering Herd,fbs,Sun Belt,,,,1499.0,,290,Georgia Southern Eagles,fbs,Sun Belt,,,,1319.0,,,,,2025-11-29,Saturday,2025-11-29 13:30:00-05:00,-1.0,7.0,2025-11-29,,,False,38019
401761664,2025,14,regular,2025-11-29 19:00:00+00:00,False,False,False,True,,3918.0,S.B. Ballard Stadium,295,Old Dominion Monarchs,fbs,Sun Belt,,,,1566.0,,2247,Georgia State Panthers,fbs,Sun Belt,,,,1107.0,,,,,2025-11-29,Saturday,2025-11-29 14:00:00-05:00,19.0,-22.0,2025-11-29,,,False,21944.0
401757314,2025,14,regular,2025-11-29 19:00:00+00:00,False,False,False,True,,3878.0,Plaster Sports Complex,2623,Missouri State Bears,fbs,Conference USA,,,,1376.0,,2348,Louisiana Tech Bulldogs,fbs,Conference USA,,,,1396.0,,,,,2025-11-29,Saturday,2025-11-29 14:00:00-05:00,-18.0,35.0,2025-11-29,,,False,17500.0
401757312,2025,14,regular,2025-11-29 19:00:00+00:00,False,False,False,True,,3662.0,AmFirst Stadium,55,Jacksonville State Gamecocks,fbs,Conference USA,,,,1518.0,,98,Western Kentucky Hilltoppers,fbs,Conference USA,,,,1398.0,,,,,2025-11-29,Saturday,2025-11-29 14:00:00-05:00,-7.0,-24.0,2025-11-29,,,False,22500.0
401761661,2025,14,regular,2025-11-29 19:30:00+00:00,False,False,False,True,,3792.0,Kidd Brewer Stadium,2026,Appalachian State Mountaineers,fbs,Sun Belt,,,,1248.0,,2032,Arkansas State Red Wolves,fbs,Sun Belt,,,,1299.0,,,,,2025-11-29,Saturday,2025-11-29 14:30:00-05:00,-16.0,-8.0,2025-11-29,,,False,30000
401754608,2025,14,regular,2025-11-29 20:00:00+00:00,False,False,False,True,,1964.0,JMA Wireless Dome,183,Syracuse Orange,fbs,ACC,,,,1304.0,,103,Boston College Eagles,fbs,ACC,,,,1311.0,,,,,2025-11-29,Saturday,2025-11-29 15:00:00-05:00,7.0,-10.0,2025-11-29,,,False,42784
401762517,2025,14,regular,2025-11-29 20:00:00+00:00,False,False,False,True,,3674.0,Chapman Stadium,202,Tulsa Golden Hurricane,fbs,American Athletic,,,,1094.0,,5,UAB Blazers,fbs,American Athletic,,,,1197.0,,,,,2025-11-29,Saturday,2025-11-29 15:00:00-05:00,-19.0,3.0,2025-11-29,,,False,30000.0
401761667,2025,14,regular,2025-11-29 20:00:00+00:00,False,False,False,True,,3644.0,Bobcat Stadium (TX),326,Texas State Bobcats,fbs,Sun Belt,,,,1542.0,,6,South Alabama Jaguars,fbs,Sun Belt,,,,1369.0,,,,,2025-11-29,Saturday,2025-11-29 15:00:00-05:00,-19.0,-16.0,2025-11-29,,,False,30000.0
401757315,2025,14,regular,2025-11-29 20:00:00+00:00,False,False,False,True,,3601.0,Aggie Memorial Stadium,166,New Mexico State Aggies,fbs,Conference USA,,,,1181.0,,2393,Middle Tennessee Blue Raiders,fbs,Conference USA,,,,1122.0,,,,,2025-11-29,Saturday,2025-11-29 15:00:00-05:00,-35.0,1.0,2025-11-29,,,False,30343
401761665,2025,14,regular,2025-11-29 20:00:00+00:00,False,False,False,True,,3666.0,Cajun Field,309,Louisiana Lafayette Ragin Cajuns,fbs,Sun Belt,,,,1357.0,,2433,Louisiana Monroe Warhawks,fbs,Sun Belt,,,,1004.0,,,,,2025-11-29,Saturday,2025-11-29 15:00:00-05:00,-42.0,-73.0,2025-11-29,,,False,41426
401762441,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3604.0,Alamodome,2636,UTSA Roadrunners,fbs,American Athletic,,,,1472.0,,349,Army West Point Black Knights,fbs,American Athletic,,,,1529.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,-7.0,3.0,2025-11-29,,,False,65000
401757313,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3992.0,Williams Stadium (VA),2335,Liberty Flames,fbs,Conference USA,,,,1468.0,,338,Kennesaw State Owls,fbs,Conference USA,,,,1375.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,-10.0,-47.0,2025-11-29,,,False,25000.0
401761666,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3815.0,M. M. Roberts Stadium,2572,Southern Miss Golden Eagles,fbs,Sun Belt,,,,1303.0,,2653,Troy Trojans,fbs,Sun Belt,,,,1359.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,16.0,-21.0,2025-11-29,,,False,36000.0
401752920,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,6577.0,SHI Stadium,164,Rutgers Scarlet Knights,fbs,Big Ten,,,,1458.0,,213,Penn State Nittany Lions,fbs,Big Ten,,,,1938.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,28.0,34.0,2025-11-29,,,False,52454
401752918,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3953.0,Huntington Bank Stadium,135,Minnesota Golden Gophers,fbs,Big Ten,,,,1496.0,,275,Wisconsin Badgers,fbs,Big Ten,,,,1467.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,-13.0,-24.0,2025-11-29,,,False,50805
401752791,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3853.0,Neyland Stadium,2633,Tennessee Volunteers,fbs,SEC,,,,1834.0,,238,Vanderbilt Commodores,fbs,SEC,,,,1770.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,-3.0,24.0,2025-11-29,25.0,16.0,True,101915
401752789,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3835.0,"Memorial Stadium (Norman, OK)",201,Oklahoma Sooners,fbs,SEC,,,,1807.0,,99,LSU Tigers,fbs,SEC,,,,1693.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,39.0,10.0,2025-11-29,12.0,,False,80126.0
401752783,2025,14,regular,2025-11-29 20:30:00+00:00,False,False,False,True,,3887.0,Razorback Stadium,8,Arkansas Razorbacks,fbs,SEC,,,,1596.0,,142,Missouri Tigers,fbs,SEC,,,,1765.0,,,,,2025-11-29,Saturday,2025-11-29 15:30:00-05:00,-6.0,42.0,2025-11-29,,22.0,False,76212.0
401761662,2025,14,regular,2025-11-29 20:45:00+00:00,False,False,False,True,,3654.0,Brooks Stadium (SC),324,Coastal Carolina Chanticleers,fbs,Sun Belt,,,,1313.0,,256,James Madison Dukes,fbs,Sun Belt,,,,1882.0,,,,,2025-11-29,Saturday,2025-11-29 15:45:00-05:00,-38.0,-14.0,2025-11-29,,,False,20000.0
401752946,2025,14,regular,2025-11-29 23:30:00+00:00,False,False,False,True,,3820.0,Gesa Field,265,Washington State Cougars,fbs,Pac-12,,,,1500.0,,204,Oregon State Beavers,fbs,Pac-12,,,,1175.0,,,,,2025-11-29,Saturday,2025-11-29 18:30:00-05:00,-49.0,-38.0,2025-11-29,,,False,32248.0
401762520,2025,14,regular,2025-11-30 00:00:00+00:00,False,False,False,True,,3886.0,Raymond James Stadium,58,South Florida Bulls,fbs,American Athletic,,,,1729.0,,242,Rice Owls,fbs,American Athletic,,,,1169.0,,,,,2025-11-29,Saturday,2025-11-29 19:00:00-05:00,-37.0,-26.0,2025-11-29,,,False,65857
401752923,2025,14,regular,2025-11-30 00:00:00+00:00,False,False,True,True,,3727.0,Ford Field,127,Michigan State Spartans,fbs,Big Ten,,,,1377.0,,120,Maryland Terrapins,fbs,Big Ten,,,,1440.0,,,,,2025-11-29,Saturday,2025-11-29 19:00:00-05:00,2.0,11.0,2025-11-29,,,False,75005.0
401752922,2025,14,regular,2025-11-30 00:30:00+00:00,False,False,False,True,,3832.0,"Memorial Stadium (Champaign, IL)",356,Illinois Fighting Illini,fbs,Big Ten,,,,1630.0,,77,Northwestern Wildcats,fbs,Big Ten,,,,1526.0,,,,,2025-11-29,Saturday,2025-11-29 19:30:00-05:00,38.0,-20.0,2025-11-29,,,False,60670.0
401754612,2025,14,regular,2025-11-30 00:30:00+00:00,False,False,False,True,,3670.0,Carter-Finley Stadium,152,North Carolina State Wolfpack,fbs,ACC,,,,1471.0,,153,North Carolina Tar Heels,fbs,ACC,,,,1361.0,,,,,2025-11-29,Saturday,2025-11-29 19:30:00-05:00,10.0,17.0,2025-11-29,,,False,50500.0
401752784,2025,14,regular,2025-11-30 00:30:00+00:00,False,False,False,True,,3785.0,Jordan-Hare Stadium,2,Auburn Tigers,fbs,SEC,,,,1661.0,,333,Alabama Crimson Tide,fbs,SEC,,,,1964.0,,,,,2025-11-29,Saturday,2025-11-29 19:30:00-05:00,16.0,24.0,2025-11-29,,4.0,False,88043.0
401760425,2025,14,regular,2025-11-30 02:00:00+00:00,False,False,False,True,,3816.0,Mackay Stadium,2440,Nevada Wolf Pack,fbs,Mountain West,,,,1288.0,,2439,UNLV Rebels,fbs,Mountain West,,,,1665.0,,,,,2025-11-29,Saturday,2025-11-29 21:00:00-05:00,-1.0,7.0,2025-11-29,,,False,27000
401760423,2025,14,regular,2025-11-30 03:30:00+00:00,False,False,False,True,,3935.0,CEFCU Stadium,23,San Jose State Spartans,fbs,Mountain West,,,,1208.0,,278,Fresno State Bulldogs,fbs,Mountain West,,,,1510.0,,,,,2025-11-29,Saturday,2025-11-29 22:30:00-05:00,-31.0,9.0,2025-11-29,,,False,18265
401754614,2025,14,regular,2025-11-30 03:30:00+00:00,False,False,False,False,,3940.0,Stanford Stadium,24,Stanford Cardinals,fbs,ACC,,,,1246.0,,87,Notre Dame Fighting Irish,fbs,FBS Independents,,,,2189.0,,,,,2025-11-29,Saturday,2025-11-29 22:30:00-05:00,10.0,-1.0,2025-11-29,,10.0,False,50424
401760424,2025,14,regular,2025-11-30 04:00:00+00:00,False,False,False,True,,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawaii Rainbow Warriors,fbs,Mountain West,,,,1419.0,,2751,Wyoming Cowboys,fbs,Mountain West,,,,1348.0,,,,,2025-11-29,Saturday,2025-11-29 23:00:00-05:00,17.0,-3.0,2025-11-29,,,False,29181.0
401762521,2025,16,regular,2025-12-13 20:00:00+00:00,False,False,True,True,,3814.0,M&T Bank Stadium,2426,Navy Midshipmen,fbs,American Athletic,,,,1485.0,,349,Army West Point Black Knights,fbs,American Athletic,,,,1529.0,,,,,2025-12-13,Saturday,2025-12-13 15:00:00-05:00,19.0,3.0,2025-12-13,,,False,34000.0
