feature,mean_abs_shap
awayTeamRank,141.83769228471013
homeTeamRank,54.433252569265804
week,10.714300572024989
awayConference,9.454510365733249
capacity,6.07111402605906
conferenceGame,5.378385975056146
isRankedMatchup,5.187061885950672
homeConference,2.965936480138855
isRivalry,1.7646617646998066
days_until,1.4119350131339865
collectionSlot,1.3351740002266226
neutralSite,0.11136639393562973
