year,n_train_price,n_test_price,rows_total_used,gap_pct_mae,gap_pct_rmse,gap_pct_within_0p05,price_mae,price_rmse,price_within_5pct,price_mae_$0–20,price_mae_$20–50,price_mae_$50–100,price_mae_$100–200,price_mae_$200–inf
2026,334543,195970,608524,0.18689150873568647,0.21702403388738584,0.12770321988059397,13.710570895837042,23.80313008694081,0.08654896157575138,7.000128833562056,8.746667303051408,14.204387397875015,33.2627524211716,70.88830391523308
