feature,mean_abs_shap
awayTeamRank,64.51422494023345
week,14.71289808221516
capacity,13.59221014440908
isRankedMatchup,12.282233651865488
homeTeamRank,10.649561121088983
awayConference,7.452790313011149
homeConference,5.053623226568952
isRivalry,3.7211577561751246
days_until,1.6393710432111448
conferenceGame,0.5627896739508093
collectionSlot,0.382012056303464
neutralSite,0.024820294676484795
