id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,startDateEastern,dayOfWeek,kickoffTimeStr,home_last_point_diff,away_last_point_diff
401761597,2025,2,regular,2025-09-06 23:30:00+00:00,False,True,False,False,,3654,Brooks Stadium (SC),324,Coastal Carolina,fbs,Sun Belt,13,"[0, 3, 0, 10]",1.0,1266.0,1266.0,2127,Charleston Southern,fcs,Big South-OVC,0,"[0, 0, 0, 0]",0.0,,,4.838209441976197,,,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,,
401752819,2025,2,regular,2025-09-06 23:30:00+00:00,False,True,False,False,,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,34,"[14, 10, 3, 7]",0.965205192565918,1287.0,1287.0,79,Southern Illinois,fcs,MVFC,17,"[14, 0, 0, 3]",0.03479480743408203,,,4.482463605104785,,,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,,
401752683,2025,2,regular,2025-09-06 23:30:00+00:00,False,True,False,False,,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,42,"[14, 7, 7, 14]",0.9814049601554871,1609.0,1661.0,2050,Ball State,fbs,Mid-American,3,"[0, 0, 3, 0]",0.01859503984451294,1138.0,1086.0,3.1998303337378187,,,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,,
401752681,2025,2,regular,2025-09-06 23:45:00+00:00,False,True,False,False,,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,73,"[21, 21, 10, 21]",0.9963486790657043,1755.0,1920.0,2433,UL Monroe,fbs,Sun Belt,0,"[0, 0, 0, 0]",0.0036513209342956543,1281.0,1116.0,2.6501214200961605,,,2025-09-06 19:45:00-04:00,Saturday,7:45 PM,,
401761600,2025,2,regular,2025-09-07 00:00:00+00:00,False,True,False,False,,3666,Cajun Field,309,Louisiana,fbs,Sun Belt,34,"[7, 10, 0, 17]",0.9940784573554993,1465.0,1465.0,2377,McNeese,fcs,Southland,10,"[7, 0, 3, 0]",0.005921542644500732,,,4.59242758315518,,,2025-09-06 20:00:00-04:00,Saturday,8:00 PM,,
401752823,2025,2,regular,2025-09-07 00:00:00+00:00,False,True,False,False,,6501,Allegiant Stadium,2439,UNLV,fbs,Mountain West,30,"[10, 13, 0, 7]",0.6303977370262146,1633.0,1630.0,26,UCLA,fbs,Big Ten,23,"[0, 3, 10, 10]",0.3696022629737854,1404.0,1407.0,3.9478301598351275,,,2025-09-06 20:00:00-04:00,Saturday,8:00 PM,,
401757231,2025,2,regular,2025-09-07 01:00:00+00:00,False,True,False,False,,3946,Sun Bowl,2638,UTEP,fbs,Conference USA,42,"[7, 21, 14, 0]",0.9717544317245483,1227.0,1227.0,2630,UT Martin,fcs,Big South-OVC,17,"[0, 7, 3, 7]",0.02824556827545166,,,4.173238775038266,,,2025-09-06 21:00:00-04:00,Saturday,9:00 PM,,
401757229,2025,2,regular,2025-09-07 01:00:00+00:00,False,True,False,False,,3601,Aggie Memorial Stadium,166,New Mexico State,fbs,Conference USA,21,"[3, 0, 7, 11]",0.8840934038162231,1246.0,1244.0,202,Tulsa,fbs,American Athletic,14,"[0, 0, 7, 7]",0.11590659618377686,1041.0,1043.0,11.781728585430375,,,2025-09-06 21:00:00-04:00,Saturday,9:00 PM,,
401756879,2025,2,regular,2025-09-07 02:00:00+00:00,False,True,False,False,,3619,Arizona Stadium,12,Arizona,fbs,Big 12,48,"[24, 10, 14, 0]",0.9933739304542542,1453.0,1453.0,2692,Weber State,fcs,Big Sky,3,"[0, 0, 0, 3]",0.00662606954574585,,,2.9557139873504634,,,2025-09-06 22:00:00-04:00,Saturday,10:00 PM,,
401752948,2025,2,regular,2025-09-07 02:15:00+00:00,False,True,False,False,,3820,Gesa Field,265,Washington State,fbs,Pac-12,36,"[7, 12, 10, 7]",0.9699023365974426,1520.0,1555.0,21,San Diego State,fbs,Mountain West,13,"[7, 0, 6, 0]",0.030097663402557373,1318.0,1283.0,4.663543658675971,,,2025-09-06 22:15:00-04:00,Saturday,10:15 PM,,
401754526,2025,2,regular,2025-09-07 02:15:00+00:00,False,True,False,False,,3801,LaVell Edwards Stadium,252,BYU,fbs,Big 12,27,"[6, 8, 10, 3]",0.9625639915466309,1644.0,1666.0,24,Stanford,fbs,ACC,3,"[0, 0, 0, 3]",0.03743600845336914,1282.0,1260.0,3.0627533927894794,,,2025-09-06 22:15:00-04:00,Saturday,10:15 PM,,
401752821,2025,2,regular,2025-09-07 03:00:00+00:00,False,True,False,False,,3765,Husky Stadium,264,Washington,fbs,Big Ten,70,"[14, 28, 14, 14]",0.9920576214790344,1610.0,1610.0,302,UC Davis,fcs,Big Sky,10,"[3, 7, 0, 0]",0.007942378520965576,,,2.828101092902816,,,2025-09-06 23:00:00-04:00,Saturday,11:00 PM,,
401757230,2025,2,regular,2025-09-07 03:59:00+00:00,False,True,False,False,,7220,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,37,"[7, 10, 3, 17]",0.8447800278663635,1178.0,1238.0,2534,Sam Houston,fbs,Conference USA,20,"[3, 3, 7, 7]",0.15521997213363647,1397.0,1337.0,4.3975313896787345,,,2025-09-06 23:59:00-04:00,Saturday,11:59 PM,,
401754531,2025,3,regular,2025-09-11 23:30:00+00:00,False,True,False,True,,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,24,"[14, 10, 0, 0]",0.0,1394.0,1383.0,152,NC State,fbs,ACC,34,"[14, 3, 7, 10]",1.0,1510.0,1521.0,5.133342505139144,,,2025-09-11 19:30:00-04:00,Thursday,7:30 PM,,
401752836,2025,3,regular,2025-09-12 22:30:00+00:00,False,True,False,False,,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,73,"[21, 24, 21, 7]",0.9889745712280273,1904.0,1904.0,282,Indiana State,fcs,MVFC,0,"[0, 0, 0, 0]",0.011025428771972656,,,2.7617165358023894,,,2025-09-12 18:30:00-04:00,Friday,6:30 PM,,
401754532,2025,3,regular,2025-09-12 23:00:00+00:00,False,True,False,False,,1964,JMA Wireless Dome,183,Syracuse,fbs,ACC,66,"[14, 24, 7, 21]",0.9922441840171814,1475.0,1475.0,2142,Colgate,fcs,Patriot,24,"[3, 0, 14, 7]",0.0077558159828186035,,,3.5273897868845587,,,2025-09-12 19:00:00-04:00,Friday,7:00 PM,,
401756893,2025,3,regular,2025-09-12 23:30:00+00:00,False,True,False,True,,4728,TDECU Stadium,248,Houston,fbs,Big 12,36,"[10, 6, 10, 10]",0.7838240265846252,1441.0,1497.0,38,Colorado,fbs,Big 12,20,"[0, 14, 0, 6]",0.21617597341537476,1660.0,1604.0,4.780995718894543,,,2025-09-12 19:30:00-04:00,Friday,7:30 PM,,
401756888,2025,3,regular,2025-09-13 01:00:00+00:00,False,True,False,False,,3619,Arizona Stadium,12,Arizona,fbs,Big 12,23,"[7, 10, 3, 3]",0.8432114124298096,1451.0,1469.0,2306,Kansas State,fbs,Big 12,17,"[3, 0, 14, 0]",0.15678858757019043,1658.0,1640.0,5.652025807713283,,,2025-09-12 21:00:00-04:00,Friday,9:00 PM,,
401752837,2025,3,regular,2025-09-13 02:00:00+00:00,False,True,False,False,,1056,Rose Bowl,26,UCLA,fbs,Big Ten,10,"[0, 7, 3, 0]",0.0,1407.0,1331.0,167,New Mexico,fbs,Mountain West,35,"[7, 7, 0, 21]",1.0,1332.0,1408.0,3.584693048370142,,,2025-09-12 22:00:00-04:00,Friday,10:00 PM,,
401752696,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,38,"[7, 14, 14, 3]",0.8911544680595398,1920.0,1948.0,275,Wisconsin,fbs,Big Ten,14,"[0, 0, 7, 7]",0.1088455319404602,1619.0,1591.0,3.036218096573123,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401761608,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3975,Veterans Memorial Stadium (AL),2653,Troy,fbs,Sun Belt,7,"[0, 7, 0, 0]",0.0,1472.0,1435.0,235,Memphis,fbs,American Athletic,28,"[7, 14, 0, 7]",1.0,1621.0,1658.0,4.585106428375084,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401762817,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,True,,3696,Dix Stadium,2309,Kent State,fbs,Mid-American,28,"[7, 7, 7, 7]",0.3225918412208557,938.0,959.0,2084,Buffalo,fbs,Mid-American,31,"[0, 10, 14, 7]",0.6774081587791443,1407.0,1386.0,6.469148484749553,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752839,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,63,"[14, 21, 14, 14]",0.9919071197509766,1742.0,1852.0,2117,Central Michigan,fbs,Mid-American,3,"[0, 3, 0, 0]",0.008092880249023438,1204.0,1094.0,2.587065763775777,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401754619,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3923,Scott Stadium,258,Virginia,fbs,ACC,55,"[14, 28, 10, 3]",0.9928979873657227,1514.0,1514.0,2729,William & Mary,fcs,CAA,16,"[0, 7, 7, 2]",0.007102012634277344,,,2.9915828835043174,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752838,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3665,SECU Stadium,120,Maryland,fbs,Big Ten,44,"[17, 17, 7, 3]",0.9941574335098267,1528.0,1528.0,119,Towson,fcs,CAA,17,"[0, 0, 7, 10]",0.00584256649017334,,,2.8917466351206103,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752703,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3806,Lincoln Financial Field,218,Temple,fbs,American Athletic,3,"[0, 3, 0, 0]",0.0,1284.0,1221.0,201,Oklahoma,fbs,SEC,42,"[11, 17, 14, 0]",1.0,1679.0,1742.0,2.8145400659947084,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401754623,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,True,,721,Bobby Dodd Stadium,59,Georgia Tech,fbs,ACC,24,"[3, 10, 0, 11]",0.38769611716270447,1557.0,1560.0,228,Clemson,fbs,ACC,21,"[0, 7, 7, 7]",0.6123038828372955,1696.0,1693.0,5.843388219921077,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752831,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,True,,5960,Lanny and Sharon Martin Stadium,77,Northwestern,fbs,Big Ten,14,"[0, 0, 0, 14]",0.03762400522828102,1403.0,1411.0,2483,Oregon,fbs,Big Ten,34,"[7, 10, 14, 3]",0.962375994771719,1992.0,1984.0,3.2641501167463502,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401756891,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,4727,McLane Stadium,239,Baylor,fbs,Big 12,42,"[14, 21, 0, 7]",0.9469010829925537,1579.0,1579.0,2535,Samford,fcs,Southern,7,"[7, 0, 0, 0]",0.05309891700744629,,,3.414792147573618,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752828,2025,3,regular,2025-09-13 16:00:00+00:00,False,True,False,False,,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,59,"[17, 21, 14, 7]",0.9886107444763184,1712.0,1712.0,2277,Houston Christian,fcs,Southland,7,"[0, 0, 7, 0]",0.01138925552368164,,,2.770745384073898,,,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,,
401752697,2025,3,regular,2025-09-13 16:45:00+00:00,False,True,False,False,,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,31,"[7, 21, 3, 0]",1.0,1661.0,1686.0,6,South Alabama,fbs,Sun Belt,15,"[3, 6, 6, 0]",0.0,1557.0,1532.0,3.376760616702656,,,2025-09-13 12:45:00-04:00,Saturday,12:45 PM,,
401752702,2025,3,regular,2025-09-13 17:00:00+00:00,False,True,False,False,,3838,Memorial Stadium,142,Missouri,fbs,SEC,52,"[14, 24, 7, 7]",0.9927979707717896,1659.0,1755.0,309,Louisiana,fbs,Sun Belt,10,"[0, 10, 0, 0]",0.007202029228210449,1463.0,1367.0,2.585327124218903,,,2025-09-13 13:00:00-04:00,Saturday,1:00 PM,,
401762818,2025,3,regular,2025-09-13 18:00:00+00:00,False,True,False,False,,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,34,"[14, 14, 6, 0]",0.6924471259117126,1070.0,1070.0,160,New Hampshire,fcs,CAA,29,"[14, 7, 3, 5]",0.30755287408828735,,,6.2521489726866895,,,2025-09-13 14:00:00-04:00,Saturday,2:00 PM,,
401757168,2025,3,regular,2025-09-13 19:00:00+00:00,False,True,False,False,,3695,Delaware Stadium,48,Delaware,fbs,Conference USA,44,"[14, 14, 7, 3, 6]",0.2355707436800003,1453.0,1454.0,41,UConn,fbs,FBS Independents,41,"[10, 14, 7, 7, 3]",0.7644292563199997,1446.0,1445.0,7.317098297018303,,,2025-09-13 15:00:00-04:00,Saturday,3:00 PM,,
401752949,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3825,DATCU Stadium,249,North Texas,fbs,American Athletic,59,"[14, 28, 10, 7]",0.992473304271698,1409.0,1585.0,265,Washington State,fbs,Pac-12,10,"[3, 0, 0, 7]",0.007526695728302002,1555.0,1379.0,2.9196179755702003,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752832,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,True,,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,17,"[0, 3, 7, 7]",0.0364251509308815,1293.0,1310.0,30,USC,fbs,Big Ten,33,"[3, 14, 13, 3]",0.9635748490691185,1895.0,1878.0,4.127607975845876,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401754638,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3842,Milan Puskar Stadium,277,West Virginia,fbs,Big 12,31,"[0, 7, 7, 10, 7]",0.6105152368545532,1469.0,1481.0,221,Pittsburgh,fbs,ACC,24,"[0, 3, 11, 10, 0]",0.3894847631454468,1518.0,1506.0,6.320810263190439,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752705,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,True,,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,41,"[21, 0, 7, 10, 3]",0.8290138840675354,1799.0,1809.0,61,Georgia,fbs,SEC,44,"[7, 10, 10, 11, 6]",0.1709861159324646,2053.0,2043.0,8.927697065894355,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752833,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,6577,SHI Stadium,164,Rutgers,fbs,Big Ten,60,"[13, 13, 20, 14]",0.9916054010391235,1594.0,1594.0,2450,Norfolk State,fcs,MEAC,10,"[0, 3, 7, 0]",0.008394598960876465,,,3.0531257443572137,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752835,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,52,"[7, 14, 10, 21]",1.0,2152.0,2152.0,222,Villanova,fcs,CAA,6,"[0, 0, 0, 6]",0.0,,,2.5341388565562255,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401754639,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3787,Kenan Stadium,153,North Carolina,fbs,ACC,41,"[10, 10, 7, 14]",0.9832761287689209,1439.0,1439.0,257,Richmond,fcs,Patriot,6,"[0, 3, 0, 3]",0.0167238712310791,,,2.8548324802643834,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752834,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,41,"[7, 10, 14, 10]",0.9881170988082886,1406.0,1406.0,2754,Youngstown State,fcs,MVFC,24,"[3, 7, 7, 7]",0.011882901191711426,,,4.2166848075946906,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401754615,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3878,Plaster Sports Complex,2623,Missouri State,fbs,Conference USA,10,"[10, 0, 0, 0]",0.007379618473351002,1346.0,1338.0,2567,SMU,fbs,ACC,28,"[0, 14, 7, 7]",0.992620381526649,1703.0,1711.0,4.819093231576694,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401756892,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3854,Nippert Stadium,2132,Cincinnati,fbs,Big 12,70,"[35, 21, 7, 7]",0.9783123731613159,1498.0,1498.0,2466,Northwestern State,fcs,Southland,0,"[0, 0, 0, 0]",0.021687626838684082,,,2.3762935647170007,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401762467,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3604,Alamodome,2636,UTSA,fbs,American Athletic,48,"[10, 14, 14, 10]",0.9985087513923645,1489.0,1489.0,2916,Incarnate Word,fcs,Southland,20,"[0, 0, 14, 6]",0.001491248607635498,,,3.0115730752607686,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401762819,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3739,Glass Bowl,2649,Toledo,fbs,Mid-American,60,"[3, 43, 7, 7]",0.9923451542854309,1501.0,1501.0,2415,Morgan State,fcs,MEAC,0,"[0, 0, 0, 0]",0.007654845714569092,,,3.094625763358364,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401752938,2025,3,regular,2025-09-13 19:30:00+00:00,False,True,False,False,,3784,Jones AT&T Stadium,2641,Texas Tech,fbs,Big 12,45,"[14, 14, 10, 7]",0.9839296936988831,1639.0,1690.0,204,Oregon State,fbs,Pac-12,14,"[0, 0, 0, 14]",0.016070306301116943,1365.0,1314.0,3.4678863962298885,,,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,,
401756890,2025,3,regular,2025-09-13 20:00:00+00:00,False,True,False,False,,3625,Centennial Bank Stadium,2032,Arkansas State,fbs,Sun Belt,16,"[0, 10, 3, 3]",0.10015681385993958,1244.0,1257.0,66,Iowa State,fbs,Big 12,24,"[9, 8, 0, 7]",0.8998431861400604,1621.0,1608.0,6.731182769771558,,,2025-09-13 16:00:00-04:00,Saturday,4:00 PM,,
401752706,2025,3,regular,2025-09-13 20:15:00+00:00,False,True,False,False,,3910,DKR-Texas Memorial Stadium,251,Texas,fbs,SEC,27,"[7, 7, 6, 7]",0.9785351157188416,1896.0,1878.0,2638,UTEP,fbs,Conference USA,10,"[0, 3, 0, 7]",0.021464884281158447,1230.0,1248.0,4.283283201014982,,,2025-09-13 16:15:00-04:00,Saturday,4:15 PM,,
401754535,2025,3,regular,2025-09-13 20:30:00+00:00,False,True,False,False,,3948,Hard Rock Stadium,2390,Miami,fbs,ACC,49,"[14, 14, 7, 14]",0.9786890745162964,1743.0,1825.0,58,South Florida,fbs,American Athletic,12,"[3, 3, 0, 6]",0.021310925483703613,1564.0,1482.0,3.675912828336096,,,2025-09-13 16:30:00-04:00,Saturday,4:30 PM,,
401757256,2025,3,regular,2025-09-13 21:00:00+00:00,False,True,False,False,,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,23,"[3, 7, 3, 10]",0.607711911201477,1434.0,1456.0,2335,Liberty,fbs,Conference USA,13,"[0, 0, 7, 6]",0.39228808879852295,1494.0,1472.0,4.965804416497581,,,2025-09-13 17:00:00-04:00,Saturday,5:00 PM,,
401757258,2025,3,regular,2025-09-13 21:00:00+00:00,False,True,False,False,,3816,Mackay Stadium,2440,Nevada,fbs,Mountain West,13,"[0, 13, 0, 0]",0.5640181303024292,1284.0,1278.0,2393,Middle Tennessee,fbs,Conference USA,14,"[0, 0, 0, 14]",0.4359818696975708,1182.0,1188.0,4.244323209980611,,,2025-09-13 17:00:00-04:00,Saturday,5:00 PM,,
401757235,2025,3,regular,2025-09-13 22:00:00+00:00,False,True,False,False,,4899,Fifth Third Stadium,338,Kennesaw State,fbs,Conference USA,27,"[0, 7, 17, 3]",0.7522923350334167,1175.0,1175.0,2771,Merrimack,fcs,FCS Independents,13,"[0, 0, 0, 13]",0.24770766496658325,,,4.744209434880275,,,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,,
401752701,2025,3,regular,2025-09-13 22:00:00+00:00,False,True,False,False,,3693,Davis Wade Stadium,344,Mississippi State,fbs,SEC,63,"[28, 14, 7, 14]",0.9959214925765991,1454.0,1454.0,2016,Alcorn State,fcs,SWAC,0,"[0, 0, 0, 0]",0.004078507423400879,,,2.565396611521562,,,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,,
401761606,2025,3,regular,2025-09-13 22:00:00+00:00,False,True,False,False,,3775,Joan C. Edwards Stadium,276,Marshall,fbs,Sun Belt,38,"[17, 14, 7, 0]",0.9945290088653564,1492.0,1492.0,2198,Eastern Kentucky,fcs,UAC,7,"[0, 0, 7, 0]",0.005470991134643555,,,3.123035714444983,,,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,,
401757233,2025,3,regular,2025-09-13 22:00:00+00:00,False,True,False,False,,2031,Pitbull Stadium,2229,Florida International,fbs,Conference USA,38,"[7, 10, 21, 0]",0.9204025864601135,1358.0,1367.0,2226,Florida Atlantic,fbs,American Athletic,28,"[7, 14, 0, 7]",0.07959741353988647,1240.0,1231.0,6.29559626968601,,,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,,
401762464,2025,3,regular,2025-09-13 22:00:00+00:00,False,True,False,False,,4418,Jerry Richardson Stadium,2429,Charlotte,fbs,American Athletic,42,"[0, 7, 21, 14]",1.0,1170.0,1170.0,2405,Monmouth,fcs,CAA,35,"[7, 7, 7, 14]",0.0,,,8.551218092966522,,,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,,
401761605,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,4246,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,37,"[14, 9, 7, 7]",0.9928389191627502,1167.0,1167.0,93,Murray State,fcs,MVFC,21,"[0, 7, 0, 14]",0.007161080837249756,,,3.7539187260165643,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401754536,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,3799,Lane Stadium,259,Virginia Tech,fbs,ACC,26,"[0, 0, 7, 19]",0.09397724270820618,1502.0,1452.0,295,Old Dominion,fbs,Sun Belt,45,"[7, 21, 10, 7]",0.9060227572917938,1480.0,1530.0,3.011007830057404,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401757234,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,3608,Allen E. Paulson Stadium,290,Georgia Southern,fbs,Sun Belt,41,"[17, 14, 0, 10]",0.9579857587814331,1328.0,1357.0,55,Jacksonville State,fbs,Conference USA,34,"[14, 10, 10, 0]",0.042014241218566895,1642.0,1613.0,6.485979732495877,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401762466,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,3895,Rice Stadium,242,Rice,fbs,American Athletic,38,"[7, 17, 7, 7]",0.9967264533042908,1262.0,1262.0,2504,Prairie View A&M,fcs,SWAC,17,"[7, 0, 3, 7]",0.0032735466957092285,,,4.294864729685547,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401761607,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,True,,3815,M. M. Roberts Stadium,2572,Southern Miss,fbs,Sun Belt,38,"[7, 10, 7, 14]",0.9881961345672607,1107.0,1178.0,2026,App State,fbs,Sun Belt,22,"[7, 0, 7, 8]",0.011803865432739258,1461.0,1390.0,4.71376107823059,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401752829,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,38,"[3, 7, 14, 14]",0.9919793605804443,1642.0,1708.0,2711,Western Michigan,fbs,Mid-American,0,"[0, 0, 0, 0]",0.008020639419555664,1312.0,1246.0,3.1088281984789954,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401752700,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,True,,3974,Vaught-Hemingway Stadium,145,Ole Miss,fbs,SEC,41,"[7, 24, 7, 3]",0.4054233729839325,1922.0,1918.0,8,Arkansas,fbs,SEC,35,"[7, 21, 0, 7]",0.5945766270160675,1674.0,1678.0,6.476053958073642,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401752827,2025,3,regular,2025-09-13 23:00:00+00:00,False,True,False,False,,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,37,"[3, 10, 10, 14]",0.9870242476463318,1977.0,2010.0,195,Ohio,fbs,Mid-American,9,"[0, 3, 6, 0]",0.012975752353668213,1620.0,1587.0,3.5345613469090864,,,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,,
401752707,2025,3,regular,2025-09-13 23:30:00+00:00,False,True,False,False,,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,40,"[14, 10, 7, 9]",0.3599589765071869,2166.0,2141.0,245,Texas A&M,fbs,SEC,41,"[7, 21, 3, 10]",0.6400410234928131,1724.0,1749.0,8.103345635698446,,,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,,
401757257,2025,3,regular,2025-09-13 23:30:00+00:00,False,True,False,True,,3776,Joe Aillet Stadium,2348,Louisiana Tech,fbs,Conference USA,49,"[10, 17, 0, 22]",0.9940977692604065,1392.0,1471.0,166,New Mexico State,fbs,Conference USA,14,"[0, 14, 0, 0]",0.005902230739593506,1244.0,1165.0,3.565683321277412,,,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,,
401752830,2025,3,regular,2025-09-13 23:30:00+00:00,False,True,False,False,,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,47,"[20, 10, 10, 7]",0.9895370602607727,1680.0,1723.0,113,Massachusetts,fbs,Mid-American,7,"[0, 7, 0, 0]",0.010462939739227295,1101.0,1058.0,2.706172889122278,,,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,,
401752698,2025,3,regular,2025-09-13 23:30:00+00:00,False,True,False,False,,3683,Kroger Field,96,Kentucky,fbs,SEC,48,"[14, 14, 10, 10]",0.9979289770126343,1524.0,1557.0,2199,Eastern Michigan,fbs,Mid-American,23,"[3, 13, 0, 7]",0.0020710229873657227,1253.0,1220.0,3.6645728040247083,,,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,,
401752699,2025,3,regular,2025-09-13 23:30:00+00:00,False,True,False,True,,3958,Tiger Stadium (LA),99,LSU,fbs,SEC,20,"[0, 13, 7, 0]",0.9313405752182007,1735.0,1747.0,57,Florida,fbs,SEC,10,"[3, 7, 0, 0]",0.06865942478179932,1668.0,1656.0,5.779301403355406,,,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,,
