homeTeam,awayTeam,startDateEastern,week,predicted_lowest_price,optimal_purchase_date,optimal_purchase_time
Indiana,Michigan State,2025-10-18 00:00:00-04:00,8,80.1,2025-10-17,06:00
Wisconsin,Ohio State,2025-10-18 00:00:00-04:00,8,82.38,2025-10-17,06:00
Rutgers,Oregon,2025-10-18 00:00:00-04:00,8,77.67,2025-10-17,06:00
Iowa,Penn State,2025-10-18 00:00:00-04:00,8,77.33,2025-10-17,06:00
Michigan,Washington,2025-10-18 00:00:00-04:00,8,102.84,2025-10-17,06:00
UCLA,Maryland,2025-10-18 00:00:00-04:00,8,69.15,2025-10-17,06:00
Clemson,SMU,2025-10-18 00:00:00-04:00,8,99.27,2025-10-17,06:00
Duke,Georgia Tech,2025-10-18 00:00:00-04:00,8,92.9,2025-10-17,06:00
Syracuse,Pittsburgh,2025-10-18 00:00:00-04:00,8,89.62,2025-10-17,06:00
Boston College,UConn,2025-10-18 00:00:00-04:00,8,61.92,2025-10-17,06:00
Arizona State,Texas Tech,2025-10-18 00:00:00-04:00,8,89.56,2025-10-17,06:00
BYU,Utah,2025-10-18 00:00:00-04:00,8,83.55,2025-10-17,06:00
Alabama,Tennessee,2025-10-18 00:00:00-04:00,8,86.7,2025-10-17,06:00
Oklahoma State,Cincinnati,2025-10-18 00:00:00-04:00,8,79.01,2025-10-17,06:00
TCU,Baylor,2025-10-18 00:00:00-04:00,8,68.55,2025-10-17,06:00
UCF,West Virginia,2025-10-18 00:00:00-04:00,8,73.39,2025-10-17,06:00
North Texas,UTSA,2025-10-18 00:00:00-04:00,8,101.85,2025-10-17,06:00
Ball State,Akron,2025-10-18 00:00:00-04:00,8,102.04,2025-10-17,06:00
Ohio,Northern Illinois,2025-10-18 00:00:00-04:00,8,93.2,2025-10-17,06:00
Air Force,Wyoming,2025-10-18 15:30:00-04:00,8,73.14,2025-10-17,06:00
Virginia,Washington State,2025-10-18 18:30:00-04:00,8,89.95,2025-10-17,06:00
Notre Dame,USC,2025-10-18 19:30:00-04:00,8,94.42,2025-10-17,06:00
Oregon State,Lafayette,2025-10-18 22:00:00-04:00,8,69.27,2025-10-17,06:00
Stanford,Florida State,2025-10-18 22:30:00-04:00,8,67.83,2025-10-17,06:00
Florida International,Kennesaw State,2025-10-21 19:00:00-04:00,9,95.81,2025-10-20,06:00
Louisiana Tech,Western Kentucky,2025-10-21 19:30:00-04:00,9,89.78,2025-10-20,06:00
Delaware,Middle Tennessee,2025-10-22 19:30:00-04:00,9,95.35,2025-10-21,06:00
New Mexico State,Missouri State,2025-10-22 21:00:00-04:00,9,81.89,2025-10-21,06:00
Georgia State,South Alabama,2025-10-23 19:30:00-04:00,9,96.05,2025-10-22,06:00
Charlotte,North Texas,2025-10-24 19:00:00-04:00,9,108.3,2025-10-23,06:00
Virginia Tech,California,2025-10-24 19:30:00-04:00,9,78.89,2025-10-23,06:00
Nevada,Boise State,2025-10-24 22:00:00-04:00,9,71.83,2025-10-23,06:00
Buffalo,Akron,2025-10-25 00:00:00-04:00,9,94.83,2025-10-24,06:00
Eastern Michigan,Ohio,2025-10-25 00:00:00-04:00,9,85.86,2025-10-24,06:00
Tulsa,Temple,2025-10-25 00:00:00-04:00,9,88.67,2025-10-24,06:00
Texas Tech,Oklahoma State,2025-10-25 00:00:00-04:00,9,70.98,2025-10-24,06:00
Kansas,Kansas State,2025-10-25 00:00:00-04:00,9,61.42,2025-10-24,06:00
Northern Illinois,Ball State,2025-10-25 00:00:00-04:00,9,98.86,2025-10-24,06:00
Old Dominion,App State,2025-10-25 00:00:00-04:00,9,106.32,2025-10-24,06:00
Arkansas State,Georgia Southern,2025-10-25 00:00:00-04:00,9,85.3,2025-10-24,06:00
Southern Miss,UL Monroe,2025-10-25 00:00:00-04:00,9,75.98,2025-10-24,06:00
Troy,Louisiana,2025-10-25 00:00:00-04:00,9,68.41,2025-10-24,06:00
Kent State,Bowling Green,2025-10-25 00:00:00-04:00,9,90.72,2025-10-24,06:00
Central Michigan,Massachusetts,2025-10-25 00:00:00-04:00,9,79.11,2025-10-24,06:00
Miami (OH),Western Michigan,2025-10-25 00:00:00-04:00,9,104.49,2025-10-24,06:00
Fresno State,San Diego State,2025-10-25 00:00:00-04:00,9,84.61,2025-10-24,06:00
Rice,UConn,2025-10-25 00:00:00-04:00,9,64.92,2025-10-24,06:00
Memphis,South Florida,2025-10-25 00:00:00-04:00,9,96.58,2025-10-24,06:00
New Mexico,Utah State,2025-10-25 00:00:00-04:00,9,71.7,2025-10-24,06:00
Washington,Illinois,2025-10-25 00:00:00-04:00,9,77.97,2025-10-24,06:00
Georgia Tech,Syracuse,2025-10-25 00:00:00-04:00,9,82.4,2025-10-24,06:00
Louisville,Boston College,2025-10-25 00:00:00-04:00,9,77.58,2025-10-24,06:00
Wake Forest,SMU,2025-10-25 00:00:00-04:00,9,81.05,2025-10-24,06:00
Oregon,Wisconsin,2025-10-25 00:00:00-04:00,9,74.75,2025-10-24,06:00
Indiana,UCLA,2025-10-25 00:00:00-04:00,9,68.07,2025-10-24,06:00
Purdue,Rutgers,2025-10-25 00:00:00-04:00,9,87.3,2025-10-24,06:00
Nebraska,Northwestern,2025-10-25 00:00:00-04:00,9,68.15,2025-10-24,06:00
Iowa,Minnesota,2025-10-25 00:00:00-04:00,9,81.53,2025-10-24,06:00
Michigan State,Michigan,2025-10-25 00:00:00-04:00,9,76.4,2025-10-24,06:00
Vanderbilt,Missouri,2025-10-25 00:00:00-04:00,9,84.83,2025-10-24,06:00
South Carolina,Alabama,2025-10-25 00:00:00-04:00,9,96.07,2025-10-24,06:00
Oklahoma,Ole Miss,2025-10-25 00:00:00-04:00,9,78.5,2025-10-24,06:00
Mississippi State,Texas,2025-10-25 00:00:00-04:00,9,91.98,2025-10-24,06:00
LSU,Texas A&M,2025-10-25 00:00:00-04:00,9,48.56,2025-10-24,06:00
Utah,Colorado,2025-10-25 00:00:00-04:00,9,103.52,2025-10-24,06:00
Cincinnati,Baylor,2025-10-25 00:00:00-04:00,9,69.66,2025-10-24,06:00
Arizona State,Houston,2025-10-25 00:00:00-04:00,9,89.56,2025-10-24,06:00
Pittsburgh,NC State,2025-10-25 00:00:00-04:00,9,73.06,2025-10-24,06:00
North Carolina,Virginia,2025-10-25 00:00:00-04:00,9,75.95,2025-10-24,06:00
Miami,Stanford,2025-10-25 00:00:00-04:00,9,87.23,2025-10-24,06:00
Miami,Stanford,2025-10-25 00:00:00-04:00,9,88.54,2025-10-24,06:00
West Virginia,TCU,2025-10-25 00:00:00-04:00,9,83.12,2025-10-24,06:00
Iowa State,BYU,2025-10-25 00:00:00-04:00,9,103.13,2025-10-24,06:00
Kentucky,Tennessee,2025-10-25 00:00:00-04:00,9,81.11,2025-10-24,06:00
Arkansas,Auburn,2025-10-25 00:00:00-04:00,9,80.47,2025-10-24,06:00
Washington State,Toledo,2025-10-25 15:30:00-04:00,9,75.99,2025-10-24,06:00
Navy,Florida Atlantic,2025-10-25 15:30:00-04:00,9,72.76,2025-10-24,06:00
Wyoming,Colorado State,2025-10-25 19:30:00-04:00,9,83.78,2025-10-24,06:00
Kennesaw State,UTEP,2025-10-28 19:00:00-04:00,10,100.85,2025-10-27,06:00
Texas State,James Madison,2025-10-28 19:30:00-04:00,10,88.67,2025-10-27,06:00
Middle Tennessee,Jacksonville State,2025-10-29 19:30:00-04:00,10,92.69,2025-10-28,06:00
Missouri State,Florida International,2025-10-29 20:00:00-04:00,10,100.44,2025-10-28,06:00
UTSA,Tulane,2025-10-30 19:30:00-04:00,10,80.94,2025-10-29,06:00
Coastal Carolina,Marshall,2025-10-30 19:30:00-04:00,10,103.26,2025-10-29,06:00
Rice,Memphis,2025-10-31 19:00:00-04:00,10,80.08,2025-10-30,06:00
Syracuse,North Carolina,2025-10-31 19:30:00-04:00,10,85.5,2025-10-30,06:00
Louisiana Tech,Sam Houston,2025-10-31 20:00:00-04:00,10,89.78,2025-10-30,06:00
Kansas,Oklahoma State,2025-11-01 00:00:00-04:00,10,54.73,2025-10-31,06:00
Boise State,Fresno State,2025-11-01 00:00:00-04:00,10,73.34,2025-10-31,06:00
UL Monroe,Old Dominion,2025-11-01 00:00:00-04:00,10,104.49,2025-10-31,06:00
South Alabama,Louisiana,2025-11-01 00:00:00-04:00,10,100.75,2025-10-31,06:00
Troy,Arkansas State,2025-11-01 00:00:00-04:00,10,68.41,2025-10-31,06:00
Temple,East Carolina,2025-11-01 00:00:00-04:00,10,74.5,2025-10-31,06:00
North Texas,Navy,2025-11-01 00:00:00-04:00,10,101.85,2025-10-31,06:00
Bowling Green,Buffalo,2025-11-01 00:00:00-04:00,10,93.2,2025-10-31,06:00
Western Michigan,Central Michigan,2025-11-01 00:00:00-04:00,10,86.14,2025-10-31,06:00
Tennessee,Oklahoma,2025-11-01 00:00:00-04:00,10,63.4,2025-10-31,06:00
Maryland,Indiana,2025-11-01 00:00:00-04:00,10,77.26,2025-10-31,06:00
Minnesota,Michigan State,2025-11-01 00:00:00-04:00,10,81.25,2025-10-31,06:00
Ohio State,Penn State,2025-11-01 00:00:00-04:00,10,87.16,2025-10-31,06:00
Michigan,Purdue,2025-11-01 00:00:00-04:00,10,102.84,2025-10-31,06:00
Illinois,Rutgers,2025-11-01 00:00:00-04:00,10,86.62,2025-10-31,06:00
Nebraska,USC,2025-11-01 00:00:00-04:00,10,68.15,2025-10-31,06:00
California,Virginia,2025-11-01 00:00:00-04:00,10,82.41,2025-10-31,06:00
Clemson,Duke,2025-11-01 00:00:00-04:00,10,87.17,2025-10-31,06:00
Florida State,Wake Forest,2025-11-01 00:00:00-04:00,10,70.12,2025-10-31,06:00
NC State,Georgia Tech,2025-11-01 00:00:00-04:00,10,80.68,2025-10-31,06:00
Virginia Tech,Louisville,2025-11-01 00:00:00-04:00,10,78.89,2025-10-31,06:00
SMU,Miami,2025-11-01 00:00:00-04:00,10,90.92,2025-10-31,06:00
Stanford,Pittsburgh,2025-11-01 00:00:00-04:00,10,67.83,2025-10-31,06:00
Boston College,Notre Dame,2025-11-01 00:00:00-04:00,10,67.76,2025-10-31,06:00
Baylor,UCF,2025-11-01 00:00:00-04:00,10,57.75,2025-10-31,06:00
Colorado,Arizona,2025-11-01 00:00:00-04:00,10,96.6,2025-10-31,06:00
Houston,West Virginia,2025-11-01 00:00:00-04:00,10,60.86,2025-10-31,06:00
Iowa State,Arizona State,2025-11-01 00:00:00-04:00,10,93.19,2025-10-31,06:00
Kansas State,Texas Tech,2025-11-01 00:00:00-04:00,10,56.19,2025-10-31,06:00
Utah,Cincinnati,2025-11-01 00:00:00-04:00,10,73.39,2025-10-31,06:00
Arkansas,Mississippi State,2025-11-01 00:00:00-04:00,10,80.47,2025-10-31,06:00
Auburn,Kentucky,2025-11-01 00:00:00-04:00,10,77.79,2025-10-31,06:00
Ole Miss,South Carolina,2025-11-01 00:00:00-04:00,10,100.59,2025-10-31,06:00
Air Force,Army,2025-11-01 12:00:00-04:00,10,79.91,2025-10-31,06:00
Texas,Vanderbilt,2025-11-01 12:00:00-04:00,10,52.92,2025-10-31,06:00
UConn,UAB,2025-11-01 12:00:00-04:00,10,56.73,2025-10-31,06:00
UNLV,New Mexico,2025-11-01 15:00:00-04:00,10,95.95,2025-10-31,06:00
Western Kentucky,New Mexico State,2025-11-01 15:30:00-04:00,10,104.08,2025-10-31,06:00
Florida,Georgia,2025-11-01 15:30:00-04:00,10,93.46,2025-10-31,06:00
Liberty,Delaware,2025-11-01 15:30:00-04:00,10,84.34,2025-10-31,06:00
San Diego State,Wyoming,2025-11-01 19:00:00-04:00,10,68.13,2025-10-31,06:00
Oregon State,Washington State,2025-11-01 19:30:00-04:00,10,69.12,2025-10-31,06:00
San José State,Hawai'i,2025-11-01 22:30:00-04:00,10,104.49,2025-10-31,06:00
Ohio,Miami (OH),2025-11-04 00:00:00-05:00,11,92.08,2025-11-03,06:00
Akron,Massachusetts,2025-11-04 00:00:00-05:00,11,82.04,2025-11-03,06:00
Ball State,Kent State,2025-11-05 00:00:00-05:00,11,102.04,2025-11-04,06:00
Toledo,Northern Illinois,2025-11-05 00:00:00-05:00,11,96.97,2025-11-04,06:00
App State,Georgia Southern,2025-11-06 00:00:00-05:00,11,104.49,2025-11-05,06:00
South Florida,UTSA,2025-11-06 00:00:00-05:00,11,80.37,2025-11-05,06:00
UCF,Houston,2025-11-07 00:00:00-05:00,11,73.39,2025-11-06,06:00
USC,Northwestern,2025-11-07 21:00:00-05:00,11,87.12,2025-11-06,06:00
Memphis,Tulane,2025-11-07 21:00:00-05:00,11,96.58,2025-11-06,06:00
North Carolina,Stanford,2025-11-08 00:00:00-05:00,11,74.59,2025-11-07,06:00
Miami,Syracuse,2025-11-08 00:00:00-05:00,11,82.86,2025-11-07,06:00
Miami,Syracuse,2025-11-08 00:00:00-05:00,11,98.86,2025-11-07,06:00
Clemson,Florida State,2025-11-08 00:00:00-05:00,11,91.79,2025-11-07,06:00
Louisville,California,2025-11-08 00:00:00-05:00,11,77.58,2025-11-07,06:00
Boston College,SMU,2025-11-08 00:00:00-05:00,11,77.59,2025-11-07,06:00
Eastern Michigan,Bowling Green,2025-11-08 00:00:00-05:00,11,85.86,2025-11-07,06:00
Florida Atlantic,Tulsa,2025-11-08 00:00:00-05:00,11,88.67,2025-11-07,06:00
East Carolina,Charlotte,2025-11-08 00:00:00-05:00,11,79.89,2025-11-07,06:00
Rice,UAB,2025-11-08 00:00:00-05:00,11,66.85,2025-11-07,06:00
Louisiana,Texas State,2025-11-08 00:00:00-05:00,11,88.52,2025-11-07,06:00
Arkansas State,Southern Miss,2025-11-08 00:00:00-05:00,11,85.3,2025-11-07,06:00
Marshall,James Madison,2025-11-08 00:00:00-05:00,11,71.13,2025-11-07,06:00
Coastal Carolina,Georgia State,2025-11-08 00:00:00-05:00,11,103.26,2025-11-07,06:00
Hawai'i,San Diego State,2025-11-08 00:00:00-05:00,11,104.49,2025-11-07,06:00
Colorado State,UNLV,2025-11-08 00:00:00-05:00,11,93.28,2025-11-07,06:00
San José State,Air Force,2025-11-08 00:00:00-05:00,11,104.49,2025-11-07,06:00
Liberty,Missouri State,2025-11-08 00:00:00-05:00,11,84.34,2025-11-07,06:00
Wisconsin,Washington,2025-11-08 00:00:00-05:00,11,76.19,2025-11-07,06:00
Iowa,Oregon,2025-11-08 00:00:00-05:00,11,80.69,2025-11-07,06:00
Purdue,Ohio State,2025-11-08 00:00:00-05:00,11,89.43,2025-11-07,06:00
UCLA,Nebraska,2025-11-08 00:00:00-05:00,11,69.15,2025-11-07,06:00
Rutgers,Maryland,2025-11-08 00:00:00-05:00,11,72.34,2025-11-07,06:00
Penn State,Indiana,2025-11-08 00:00:00-05:00,11,83.27,2025-11-07,06:00
Vanderbilt,Auburn,2025-11-08 00:00:00-05:00,11,86.76,2025-11-07,06:00
Missouri,Texas A&M,2025-11-08 00:00:00-05:00,11,105.95,2025-11-07,06:00
Kentucky,Florida,2025-11-08 00:00:00-05:00,11,78.8,2025-11-07,06:00
Alabama,LSU,2025-11-08 00:00:00-05:00,11,71.06,2025-11-07,06:00
Middle Tennessee,Florida International,2025-11-08 00:00:00-05:00,11,92.69,2025-11-07,06:00
West Virginia,Colorado,2025-11-08 00:00:00-05:00,11,97.48,2025-11-07,06:00
Texas Tech,BYU,2025-11-08 00:00:00-05:00,11,88.83,2025-11-07,06:00
TCU,Iowa State,2025-11-08 00:00:00-05:00,11,75.18,2025-11-07,06:00
Arizona,Kansas,2025-11-08 00:00:00-05:00,11,68.7,2025-11-07,06:00
Virginia,Wake Forest,2025-11-08 00:00:00-05:00,11,90.28,2025-11-07,06:00
Mississippi State,Georgia,2025-11-08 12:00:00-05:00,11,91.33,2025-11-07,06:00
Army,Temple,2025-11-08 12:00:00-05:00,11,88.23,2025-11-07,06:00
Ole Miss,The Citadel,2025-11-08 13:00:00-05:00,11,100.19,2025-11-07,06:00
Delaware,Louisiana Tech,2025-11-08 15:00:00-05:00,11,95.35,2025-11-07,06:00
UTEP,Jacksonville State,2025-11-08 15:00:00-05:00,11,64.31,2025-11-07,06:00
UConn,Duke,2025-11-08 15:30:00-05:00,11,56.73,2025-11-07,06:00
New Mexico State,Kennesaw State,2025-11-08 16:00:00-05:00,11,88.99,2025-11-07,06:00
Notre Dame,Navy,2025-11-08 19:30:00-05:00,11,94.42,2025-11-07,06:00
Utah State,Nevada,2025-11-08 19:30:00-05:00,11,104.49,2025-11-07,06:00
Oregon State,Sam Houston,2025-11-08 22:00:00-05:00,11,69.27,2025-11-07,06:00
Akron,Kent State,2025-11-11 19:30:00-05:00,12,86.78,2025-11-10,06:00
Western Michigan,Ohio,2025-11-11 19:30:00-05:00,12,85.86,2025-11-10,06:00
Central Michigan,Buffalo,2025-11-12 00:00:00-05:00,12,85.41,2025-11-11,06:00
Miami (OH),Toledo,2025-11-12 00:00:00-05:00,12,104.49,2025-11-11,06:00
Massachusetts,Northern Illinois,2025-11-12 00:00:00-05:00,12,105.73,2025-11-11,06:00
Old Dominion,Troy,2025-11-13 19:30:00-05:00,12,106.32,2025-11-12,06:00
Louisville,Clemson,2025-11-14 20:00:00-05:00,12,91.97,2025-11-13,06:00
Oregon,Minnesota,2025-11-14 21:00:00-05:00,12,74.75,2025-11-13,06:00
Florida State,Virginia Tech,2025-11-15 00:00:00-05:00,12,70.12,2025-11-14,06:00
LSU,Arkansas,2025-11-15 00:00:00-05:00,12,48.56,2025-11-14,06:00
Georgia,Texas,2025-11-15 00:00:00-05:00,12,84.52,2025-11-14,06:00
Baylor,Utah,2025-11-15 00:00:00-05:00,12,57.75,2025-11-14,06:00
Arizona State,West Virginia,2025-11-15 00:00:00-05:00,12,89.56,2025-11-14,06:00
Ohio State,UCLA,2025-11-15 00:00:00-05:00,12,59.31,2025-11-14,06:00
Georgia Southern,Coastal Carolina,2025-11-15 00:00:00-05:00,12,96.05,2025-11-14,06:00
Georgia State,Marshall,2025-11-15 00:00:00-05:00,12,96.05,2025-11-14,06:00
James Madison,App State,2025-11-15 00:00:00-05:00,12,83.31,2025-11-14,06:00
UL Monroe,South Alabama,2025-11-15 00:00:00-05:00,12,104.49,2025-11-14,06:00
Southern Miss,Texas State,2025-11-15 00:00:00-05:00,12,75.98,2025-11-14,06:00
BYU,TCU,2025-11-15 00:00:00-05:00,12,72.71,2025-11-14,06:00
Cincinnati,Arizona,2025-11-15 00:00:00-05:00,12,69.66,2025-11-14,06:00
Oklahoma State,Kansas State,2025-11-15 00:00:00-05:00,12,79.01,2025-11-14,06:00
Texas Tech,UCF,2025-11-15 00:00:00-05:00,12,70.98,2025-11-14,06:00
UAB,North Texas,2025-11-15 00:00:00-05:00,12,66.51,2025-11-14,06:00
Charlotte,UTSA,2025-11-15 00:00:00-05:00,12,108.3,2025-11-14,06:00
East Carolina,Memphis,2025-11-15 00:00:00-05:00,12,84.06,2025-11-14,06:00
Tulane,Florida Atlantic,2025-11-15 00:00:00-05:00,12,88.67,2025-11-14,06:00
Florida International,Liberty,2025-11-15 00:00:00-05:00,12,95.81,2025-11-14,06:00
Michigan State,Penn State,2025-11-15 00:00:00-05:00,12,80.18,2025-11-14,06:00
Washington,Purdue,2025-11-15 00:00:00-05:00,12,65.8,2025-11-14,06:00
Indiana,Wisconsin,2025-11-15 00:00:00-05:00,12,68.07,2025-11-14,06:00
Ball State,Eastern Michigan,2025-11-15 00:00:00-05:00,12,102.04,2025-11-14,06:00
Pittsburgh,Notre Dame,2025-11-15 00:00:00-05:00,12,80.19,2025-11-14,06:00
Wake Forest,North Carolina,2025-11-15 00:00:00-05:00,12,81.19,2025-11-14,06:00
Miami,NC State,2025-11-15 00:00:00-05:00,12,87.23,2025-11-14,06:00
Miami,NC State,2025-11-15 00:00:00-05:00,12,88.54,2025-11-14,06:00
Duke,Virginia,2025-11-15 00:00:00-05:00,12,92.9,2025-11-14,06:00
Boston College,Georgia Tech,2025-11-15 00:00:00-05:00,12,64.65,2025-11-14,06:00
USC,Iowa,2025-11-15 00:00:00-05:00,12,87.12,2025-11-14,06:00
Illinois,Maryland,2025-11-15 00:00:00-05:00,12,86.62,2025-11-14,06:00
Northwestern,Michigan,2025-11-15 00:00:00-05:00,12,95.53,2025-11-14,06:00
Missouri,Mississippi State,2025-11-15 00:00:00-05:00,12,105.95,2025-11-14,06:00
Alabama,Oklahoma,2025-11-15 00:00:00-05:00,12,62.64,2025-11-14,06:00
Ole Miss,Florida,2025-11-15 00:00:00-05:00,12,98.78,2025-11-14,06:00
Texas A&M,South Carolina,2025-11-15 00:00:00-05:00,12,90.42,2025-11-14,06:00
Western Kentucky,Middle Tennessee,2025-11-15 00:00:00-05:00,12,100.45,2025-11-14,06:00
Missouri State,UTEP,2025-11-15 00:00:00-05:00,12,100.44,2025-11-14,06:00
New Mexico,Colorado State,2025-11-15 00:00:00-05:00,12,71.7,2025-11-14,06:00
Fresno State,Wyoming,2025-11-15 00:00:00-05:00,12,81.67,2025-11-14,06:00
Navy,South Florida,2025-11-15 12:00:00-05:00,12,72.76,2025-11-14,06:00
UConn,Air Force,2025-11-15 12:00:00-05:00,12,56.73,2025-11-14,06:00
Sam Houston,Delaware,2025-11-15 13:00:00-05:00,12,106.1,2025-11-14,06:00
Kentucky,Tennessee Tech,2025-11-15 13:30:00-05:00,12,71.09,2025-11-14,06:00
Jacksonville State,Kennesaw State,2025-11-15 14:00:00-05:00,12,102.04,2025-11-14,06:00
Nevada,San José State,2025-11-15 15:30:00-05:00,12,87.51,2025-11-14,06:00
Tennessee,New Mexico State,2025-11-15 16:15:00-05:00,12,65.25,2025-11-14,06:00
UNLV,Utah State,2025-11-15 19:00:00-05:00,12,95.95,2025-11-14,06:00
Washington State,Louisiana Tech,2025-11-15 22:00:00-05:00,12,75.99,2025-11-14,06:00
Tulsa,Oregon State,2025-11-15 22:00:00-05:00,12,82.04,2025-11-14,06:00
San Diego State,Boise State,2025-11-15 22:30:00-05:00,12,59.03,2025-11-14,06:00
Bowling Green,Akron,2025-11-18 00:00:00-05:00,13,93.2,2025-11-17,06:00
Northern Illinois,Western Michigan,2025-11-18 00:00:00-05:00,13,104.49,2025-11-17,06:00
Ohio,Massachusetts,2025-11-18 00:00:00-05:00,13,80.27,2025-11-17,06:00
Buffalo,Miami (OH),2025-11-19 19:00:00-05:00,13,94.83,2025-11-18,06:00
Kent State,Central Michigan,2025-11-19 19:00:00-05:00,13,96.05,2025-11-18,06:00
Arkansas State,Louisiana,2025-11-20 19:30:00-05:00,13,85.3,2025-11-19,06:00
NC State,Florida State,2025-11-21 20:00:00-05:00,13,80.68,2025-11-20,06:00
UNLV,Hawai'i,2025-11-21 22:30:00-05:00,13,95.95,2025-11-20,06:00
Middle Tennessee,Sam Houston,2025-11-22 00:00:00-05:00,13,92.69,2025-11-21,06:00
Toledo,Ball State,2025-11-22 00:00:00-05:00,13,96.97,2025-11-21,06:00
Temple,Tulane,2025-11-22 00:00:00-05:00,13,74.5,2025-11-21,06:00
Rice,North Texas,2025-11-22 00:00:00-05:00,13,66.85,2025-11-21,06:00
UTSA,East Carolina,2025-11-22 00:00:00-05:00,13,80.94,2025-11-21,06:00
UAB,South Florida,2025-11-22 00:00:00-05:00,13,66.51,2025-11-21,06:00
Troy,Georgia State,2025-11-22 00:00:00-05:00,13,68.41,2025-11-21,06:00
Texas State,UL Monroe,2025-11-22 00:00:00-05:00,13,88.67,2025-11-21,06:00
South Alabama,Southern Miss,2025-11-22 00:00:00-05:00,13,100.75,2025-11-21,06:00
Georgia Southern,Old Dominion,2025-11-22 00:00:00-05:00,13,96.05,2025-11-21,06:00
App State,Marshall,2025-11-22 00:00:00-05:00,13,104.49,2025-11-21,06:00
San Diego State,San José State,2025-11-22 00:00:00-05:00,13,68.13,2025-11-21,06:00
Wyoming,Nevada,2025-11-22 00:00:00-05:00,13,86.9,2025-11-21,06:00
Wake Forest,Delaware,2025-11-22 00:00:00-05:00,13,80.38,2025-11-21,06:00
Clemson,Furman,2025-11-22 00:00:00-05:00,13,83.54,2025-11-21,06:00
Virginia Tech,Miami,2025-11-22 00:00:00-05:00,13,83.26,2025-11-21,06:00
Wisconsin,Illinois,2025-11-22 00:00:00-05:00,13,84.01,2025-11-21,06:00
James Madison,Washington State,2025-11-22 00:00:00-05:00,13,69.1,2025-11-21,06:00
Stanford,California,2025-11-22 00:00:00-05:00,13,70.65,2025-11-21,06:00
North Carolina,Duke,2025-11-22 00:00:00-05:00,13,75.95,2025-11-21,06:00
Georgia Tech,Pittsburgh,2025-11-22 00:00:00-05:00,13,72.19,2025-11-21,06:00
SMU,Louisville,2025-11-22 00:00:00-05:00,13,64.13,2025-11-21,06:00
Boise State,Colorado State,2025-11-22 00:00:00-05:00,13,70.67,2025-11-21,06:00
Louisiana Tech,Liberty,2025-11-22 00:00:00-05:00,13,89.78,2025-11-21,06:00
Kennesaw State,Missouri State,2025-11-22 00:00:00-05:00,13,102.73,2025-11-21,06:00
Florida Atlantic,UConn,2025-11-22 00:00:00-05:00,13,82.04,2025-11-21,06:00
Utah,Kansas State,2025-11-22 00:00:00-05:00,13,73.39,2025-11-21,06:00
UCF,Oklahoma State,2025-11-22 00:00:00-05:00,13,73.39,2025-11-21,06:00
Iowa State,Kansas,2025-11-22 00:00:00-05:00,13,90.02,2025-11-21,06:00
Houston,TCU,2025-11-22 00:00:00-05:00,13,60.86,2025-11-21,06:00
Colorado,Arizona State,2025-11-22 00:00:00-05:00,13,94.71,2025-11-21,06:00
Cincinnati,BYU,2025-11-22 00:00:00-05:00,13,75.61,2025-11-21,06:00
Arizona,Baylor,2025-11-22 00:00:00-05:00,13,68.7,2025-11-21,06:00
Vanderbilt,Kentucky,2025-11-22 00:00:00-05:00,13,80.97,2025-11-21,06:00
Texas,Arkansas,2025-11-22 00:00:00-05:00,13,56.87,2025-11-21,06:00
South Carolina,Coastal Carolina,2025-11-22 00:00:00-05:00,13,94.65,2025-11-21,06:00
LSU,Western Kentucky,2025-11-22 00:00:00-05:00,13,42.46,2025-11-21,06:00
Florida,Tennessee,2025-11-22 00:00:00-05:00,13,92.57,2025-11-21,06:00
Penn State,Nebraska,2025-11-22 00:00:00-05:00,13,79.92,2025-11-21,06:00
Northwestern,Minnesota,2025-11-22 00:00:00-05:00,13,101.18,2025-11-21,06:00
UCLA,Washington,2025-11-22 00:00:00-05:00,13,69.15,2025-11-21,06:00
Oregon,USC,2025-11-22 00:00:00-05:00,13,74.75,2025-11-21,06:00
Ohio State,Rutgers,2025-11-22 00:00:00-05:00,13,59.31,2025-11-21,06:00
Iowa,Michigan State,2025-11-22 00:00:00-05:00,13,70.35,2025-11-21,06:00
Maryland,Michigan,2025-11-22 00:00:00-05:00,13,75.27,2025-11-21,06:00
Army,Tulsa,2025-11-22 12:00:00-05:00,13,88.23,2025-11-21,06:00
Oklahoma,Missouri,2025-11-22 12:00:00-05:00,13,82.59,2025-11-21,06:00
Texas A&M,Samford,2025-11-22 12:00:00-05:00,13,54.54,2025-11-21,06:00
Georgia,Charlotte,2025-11-22 12:45:00-05:00,13,77.11,2025-11-21,06:00
Auburn,Mercer,2025-11-22 14:00:00-05:00,13,70.99,2025-11-21,06:00
Alabama,Eastern Illinois,2025-11-22 14:00:00-05:00,13,59.01,2025-11-21,06:00
UTEP,New Mexico State,2025-11-22 15:00:00-05:00,13,70.49,2025-11-21,06:00
Notre Dame,Syracuse,2025-11-22 15:30:00-05:00,13,83.58,2025-11-21,06:00
Florida International,Jacksonville State,2025-11-22 15:30:00-05:00,13,95.81,2025-11-21,06:00
Air Force,New Mexico,2025-11-22 19:00:00-05:00,13,73.14,2025-11-21,06:00
Fresno State,Utah State,2025-11-22 22:30:00-05:00,13,81.67,2025-11-21,06:00
