homeTeam,awayTeam,startDateEastern,week,predicted_lowest_price,optimal_purchase_date,optimal_purchase_time
Massachusetts,Bowling Green,2025-11-25 00:00:00-05:00,14,105.73,2025-11-24,06:00
Eastern Michigan,Western Michigan,2025-11-25 00:00:00-05:00,14,85.86,2025-11-24,06:00
Memphis,Navy,2025-11-27 19:30:00-05:00,14,96.58,2025-11-26,06:00
UTSA,Army,2025-11-28 00:00:00-05:00,14,84.43,2025-11-27,06:00
Arizona State,Arizona,2025-11-28 00:00:00-05:00,14,89.84,2025-11-27,06:00
Colorado State,Air Force,2025-11-28 00:00:00-05:00,14,88.16,2025-11-27,06:00
Northern Illinois,Kent State,2025-11-28 00:00:00-05:00,14,104.49,2025-11-27,06:00
Buffalo,Ohio,2025-11-28 00:00:00-05:00,14,94.83,2025-11-27,06:00
Mississippi State,Ole Miss,2025-11-28 12:00:00-05:00,14,89.71,2025-11-27,06:00
Nebraska,Iowa,2025-11-28 12:00:00-05:00,14,84.76,2025-11-27,06:00
Kansas,Utah,2025-11-28 12:00:00-05:00,14,54.73,2025-11-27,06:00
New Mexico,San Diego State,2025-11-28 15:30:00-05:00,14,71.7,2025-11-27,06:00
Georgia Tech,Georgia,2025-11-28 15:30:00-05:00,14,78.76,2025-11-27,06:00
Utah State,Boise State,2025-11-28 16:00:00-05:00,14,95.16,2025-11-27,06:00
Texas,Texas A&M,2025-11-28 19:30:00-05:00,14,56.87,2025-11-27,06:00
Purdue,Indiana,2025-11-28 19:30:00-05:00,14,85.19,2025-11-27,06:00
Washington,Oregon,2025-11-29 00:00:00-05:00,14,83.17,2025-11-28,06:00
Tennessee,Vanderbilt,2025-11-29 00:00:00-05:00,14,60.32,2025-11-28,06:00
Oklahoma,LSU,2025-11-29 00:00:00-05:00,14,64.24,2025-11-28,06:00
Louisville,Kentucky,2025-11-29 00:00:00-05:00,14,79.94,2025-11-28,06:00
Florida,Florida State,2025-11-29 00:00:00-05:00,14,86.72,2025-11-28,06:00
Auburn,Alabama,2025-11-29 00:00:00-05:00,14,96.56,2025-11-28,06:00
Arkansas,Missouri,2025-11-29 00:00:00-05:00,14,81.15,2025-11-28,06:00
Stanford,Notre Dame,2025-11-29 00:00:00-05:00,14,65.57,2025-11-28,06:00
App State,Arkansas State,2025-11-29 00:00:00-05:00,14,104.49,2025-11-28,06:00
Coastal Carolina,James Madison,2025-11-29 00:00:00-05:00,14,103.26,2025-11-28,06:00
Marshall,Georgia Southern,2025-11-29 00:00:00-05:00,14,71.13,2025-11-28,06:00
Old Dominion,Georgia State,2025-11-29 00:00:00-05:00,14,106.32,2025-11-28,06:00
Louisiana,UL Monroe,2025-11-29 00:00:00-05:00,14,88.52,2025-11-28,06:00
Oklahoma State,Iowa State,2025-11-29 00:00:00-05:00,14,92.01,2025-11-28,06:00
TCU,Cincinnati,2025-11-29 00:00:00-05:00,14,58.55,2025-11-28,06:00
West Virginia,Texas Tech,2025-11-29 00:00:00-05:00,14,83.12,2025-11-28,06:00
Baylor,Houston,2025-11-29 00:00:00-05:00,14,67.9,2025-11-28,06:00
BYU,UCF,2025-11-29 00:00:00-05:00,14,72.71,2025-11-28,06:00
Kansas State,Colorado,2025-11-29 00:00:00-05:00,14,87.74,2025-11-28,06:00
San José State,Fresno State,2025-11-29 00:00:00-05:00,14,98.86,2025-11-28,06:00
Hawai'i,Wyoming,2025-11-29 00:00:00-05:00,14,104.49,2025-11-28,06:00
Sam Houston,Florida International,2025-11-29 00:00:00-05:00,14,105.58,2025-11-28,06:00
Virginia,Virginia Tech,2025-11-29 00:00:00-05:00,14,88.31,2025-11-28,06:00
Missouri State,Louisiana Tech,2025-11-29 00:00:00-05:00,14,100.44,2025-11-28,06:00
Michigan State,Maryland,2025-11-29 00:00:00-05:00,14,63.03,2025-11-28,06:00
Illinois,Northwestern,2025-11-29 00:00:00-05:00,14,86.74,2025-11-28,06:00
Rutgers,Penn State,2025-11-29 00:00:00-05:00,14,71.94,2025-11-28,06:00
USC,UCLA,2025-11-29 00:00:00-05:00,14,89.6,2025-11-28,06:00
Minnesota,Wisconsin,2025-11-29 00:00:00-05:00,14,82.29,2025-11-28,06:00
Miami (OH),Ball State,2025-11-29 00:00:00-05:00,14,104.49,2025-11-28,06:00
Central Michigan,Toledo,2025-11-29 00:00:00-05:00,14,85.41,2025-11-28,06:00
South Florida,Rice,2025-11-29 00:00:00-05:00,14,80.37,2025-11-28,06:00
Florida Atlantic,East Carolina,2025-11-29 00:00:00-05:00,14,88.67,2025-11-28,06:00
Tulane,Charlotte,2025-11-29 00:00:00-05:00,14,88.67,2025-11-28,06:00
Tulsa,UAB,2025-11-29 00:00:00-05:00,14,88.67,2025-11-28,06:00
North Texas,Temple,2025-11-29 00:00:00-05:00,14,101.85,2025-11-28,06:00
Texas State,South Alabama,2025-11-29 00:00:00-05:00,14,88.67,2025-11-28,06:00
Southern Miss,Troy,2025-11-29 00:00:00-05:00,14,75.98,2025-11-28,06:00
NC State,North Carolina,2025-11-29 00:00:00-05:00,14,82.04,2025-11-28,06:00
Pittsburgh,Miami,2025-11-29 00:00:00-05:00,14,81.67,2025-11-28,06:00
Duke,Wake Forest,2025-11-29 00:00:00-05:00,14,83.61,2025-11-28,06:00
California,SMU,2025-11-29 00:00:00-05:00,14,91.68,2025-11-28,06:00
Syracuse,Boston College,2025-11-29 00:00:00-05:00,14,85.5,2025-11-28,06:00
South Carolina,Clemson,2025-11-29 12:00:00-05:00,14,105.02,2025-11-28,06:00
Michigan,Ohio State,2025-11-29 12:00:00-05:00,14,75.22,2025-11-28,06:00
Delaware,UTEP,2025-11-29 13:00:00-05:00,14,95.35,2025-11-28,06:00
Jacksonville State,Western Kentucky,2025-11-29 14:00:00-05:00,14,102.04,2025-11-28,06:00
New Mexico State,Middle Tennessee,2025-11-29 15:00:00-05:00,14,88.99,2025-11-28,06:00
Liberty,Kennesaw State,2025-11-29 15:30:00-05:00,14,96.05,2025-11-28,06:00
Washington State,Oregon State,2025-11-29 18:30:00-05:00,14,76.59,2025-11-28,06:00
Nevada,UNLV,2025-11-29 21:00:00-05:00,14,77.8,2025-11-28,06:00
Navy,Army,2025-12-13 15:00:00-05:00,16,75.12,2025-12-12,06:00
